REC_BH	STATNUM	ORI	BINCIDNO	ORIADDDT	ORINIBRS	CITY	STATECOD	POPGRP	DIVISN	REGION	AGINDIC	CORECTY	COVBYORI	FIELDNO	JUDDIST	NBRSFLG	INACTDTE	POP1	COUNTY1	MSA1	LSTPOP1	POP2	COUNTY2	MSA2	LSTPOP2	POP3	COUNTY3	MSA3	LSTPOP3	POP4	COUNTY4	MSA4	LSTPOP4	POP5	COUNTY5	MSA5	LSTPOP5	MASTERYR	QTR1ACT	QTR2ACT	QTR3ACT	QTR4ACT	F1QACT	F2QACT	F3QACT	F4QACT	AGNAME	CFIPS1	CFIPS2	CFIPS3	CFIPS4	CFIPS5	HC_FLAG
BH	50	AK0010100	 	19910430	 	ANCHORAGE, AK	AK	2	9	4	1	N	 	3030	020A	 	 	241565	 	37	234571	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ANCHORAGE	 	 	 	 	 	0
BH	50	AK0010200	 	19910430	 	FAIRBANKS, AK	AK	4	9	4	1	N	 	3030	020A	 	 	32914	 	 	31961	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	FAIRBANKS	 	 	 	 	 	0
BH	50	AK0010300	 	19910430	 	JUNEAU, AK	AK	4	9	4	1	N	 	3030	020A	 	 	28547	 	 	27721	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	JUNEAU	 	 	 	 	 	0
BH	50	AK0010400	 	19910430	 	KETCHIKAN, AK	AK	6	9	4	1	N	 	3030	 	 	 	8817	 	 	8562	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KETCHIKAN	 	 	 	 	 	0
BH	50	AK0010500	 	19910430	 	KODIAK, AK	AK	6	9	4	1	N	 	3030	020A	 	 	6791	 	 	6595	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KODIAK	 	 	 	 	 	0
BH	50	AK0010600	 	19910430	 	NOME, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3734	 	 	3626	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	NOME	 	 	 	 	 	0
BH	50	AK0010700	 	19910430	 	PETERSBURG, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3422	 	 	3323	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	PETERSBURG	 	 	 	 	 	0
BH	50	AK0010800	 	19910430	 	SEWARD, AK	AK	6	9	4	1	N	 	3030	020A	 	 	2879	 	 	2796	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SEWARD	 	 	 	 	 	0
BH	50	AK0010900	 	19910430	 	SITKA, AK	AK	6	9	4	1	N	 	3030	020A	 	 	9164	 	 	8899	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SITKA	 	 	 	 	 	0
BH	50	AK0011000	 	19910430	 	SKAGWAY, AK	AK	7	9	4	1	N	 	3030	020A	 	 	738	 	 	717	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SKAGWAY	 	 	 	 	 	0
BH	50	AK0011100	 	19910430	 	WRANGELL, AK	AK	6	9	4	1	N	 	3030	020A	 	 	2644	 	 	2568	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	WRANGELL	 	 	 	 	 	0
BH	50	AK0011200	 	19910430	 	VALDEZ, AK	AK	6	9	4	1	N	 	3030	020A	 	 	4340	 	 	4215	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	VALDEZ	 	 	 	 	 	0
BH	50	AK0011300	 	19910430	 	BETHEL, AK	AK	6	9	4	1	N	 	3030	020A	 	 	4987	 	 	4843	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BETHEL	 	 	 	 	 	0
BH	50	AK0011400	 	19910430	 	CORDOVA, AK	AK	7	9	4	1	N	 	3030	020A	 	 	2251	 	 	2186	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CORDOVA	 	 	 	 	 	0
BH	50	AK0011600	 	19910430	 	KOTZEBUE, AK	AK	6	9	4	1	N	 	3030	020A	 	 	2934	 	 	2850	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KOTZEBUE	 	 	 	 	 	0
BH	50	AK0011700	 	19910430	 	PALMER, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3057	 	 	2969	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	PALMER	 	 	 	 	 	0
BH	50	AK0011800	 	19910430	 	BARROW, AK	AK	6	9	4	1	N	 	3030	020A	 	 	6379	 	 	6195	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	NORTH SLOPE BOROUGH	 	 	 	 	 	0
BH	50	AK0011900	 	19910430	 	SELDOVIA, AK	AK	7	9	4	1	N	 	3030	020A	 	 	336	 	 	327	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SELDOVIA	 	 	 	 	 	0
BH	50	AK0012000	 	19910430	 	SOLDOTNA, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3715	 	 	3608	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SOLDOTNA	 	 	 	 	 	0
BH	50	AK0012100	 	19910430	 	HAINES, AK	AK	7	9	4	1	N	 	3030	020A	 	 	1320	 	 	1282	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HAINES	 	 	 	 	 	0
BH	50	AK0012200	 	19910430	 	HOMER, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3905	 	 	3792	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HOMER	 	 	 	 	 	0
BH	50	AK0012300	 	19910430	 	KENAI, AK	AK	6	9	4	1	N	 	3030	020A	 	 	6751	 	 	6556	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KENAI	 	 	 	 	 	0
BH	50	AK0012400	 	19910430	 	SPENARD, AK	AK	7	9	4	0	N	AK0010100	3030	020A	 	19891101	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SPENARD SERVICE DISTRICT	 	 	 	 	 	0
BH	50	AK0012700	 	19910430	 	ANCHORAGE, AK	AK	7	9	4	1	N	 	3030	020A	 	 	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ANCHORAGE AIRPORT SAFETY	 	 	 	 	 	0
BH	50	AK0012800	 	19910430	 	WHITTIER, AK	AK	7	9	4	1	N	 	3030	020A	 	 	258	 	 	251	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	WHITTIER	 	 	 	 	 	0
BH	50	AK0013000	 	19910430	 	DILLINGHAM, AK	AK	7	9	4	1	N	 	3030	020A	 	 	2152	 	 	2090	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	DILLINGHAM	 	 	 	 	 	0
BH	50	AK0013100	 	19910430	 	HOONAH, AK	AK	7	9	4	1	N	 	3030	020A	 	 	847	 	 	823	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HOONAH	 	 	 	 	 	0
BH	50	AK0013200	 	19910430	 	NORTH POLE, AK	AK	7	9	4	1	N	 	3030	020A	 	 	1552	 	 	1508	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	NORTH POLE	 	 	 	 	 	0
BH	50	AK0013300	 	19910430	 	UNALASKA, AK	AK	6	9	4	1	N	 	3030	020A	 	 	3296	 	 	3201	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	UNALASKA	 	 	 	 	 	0
BH	50	AK0013500	 	19910430	 	KLAWOCK, AK	AK	7	9	4	1	N	 	3030	020A	 	 	770	 	 	748	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KLAWOCK	 	 	 	 	 	0
BH	50	AK0014500	 	19910430	 	CRAIG, AK	AK	7	9	4	1	N	 	3030	020A	 	 	1343	 	 	1305	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CRAIG	 	 	 	 	 	0
BH	50	AK0014600	 	19910430	 	NAKNEK, AK	AK	7	9	4	1	N	 	3030	020A	 	 	1504	 	 	1461	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BRISTOL BAY BORROUGH	 	 	 	 	 	0
BH	50	AK0015000	 	19910430	 	SAINT PAUL ISLAND, AK	AK	7	9	4	1	N	 	3030	020A	 	 	813	 	 	790	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SAINT PAUL ISLAND	 	 	 	 	 	0
BH	50	AK0015200	 	19910430	 	SAND POINT, AK	AK	7	9	4	1	N	 	3030	020A	 	 	936	 	 	909	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SAND POINT	 	 	 	 	 	0
BH	50	AKASP0000	 	19910430	 	ANCHORAGE, AK	AK	8A	9	4	4	N	 	3030	 	 	 	192339	 	 	186752	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	STATE POLICE	 	 	 	 	 	0
BH	1	AL0010000	 	19910430	19910101	BIRMINGHAM, AL	AL	9A	6	3	2	N	 	3070	010N	A	 	144243	37	98	142446	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	I	 	 	 	 	 	JEFFERSON	073	 	 	 	 	1
BH	1	AL0010100	 	19910430	19910101	BESSEMER, AL	AL	4	6	3	1	N	 	3070	010N	A	 	34287	37	98	33898	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BESSEMER	073	 	 	 	 	0
BH	1	AL0010200	 	19910430	19910101	BIRMINGHAM, AL	AL	1C	6	3	1	Y	 	3070	010N	A	 	272407	37	98	269313	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BIRMINGHAM	073	 	 	 	 	0
BH	1	AL0010300	 	19910430	19910101	MOUNTAIN BROOK, AL	AL	5	6	3	1	N	 	3070	010N	A	 	20277	37	98	20047	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MOUNTAIN BROOK	073	 	 	 	 	0
BH	1	AL0010400	 	19910430	19910101	FAIRFIELD, AL	AL	5	6	3	1	N	 	3070	010N	A	 	12487	37	98	12346	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	FAIRFIELD	073	 	 	 	 	0
BH	1	AL0010500	 	19910430	19910101	GARDENDALE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	9468	37	98	9361	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	GARDENDALE	073	 	 	 	 	0
BH	1	AL0010600	 	19910430	19910101	LEEDS, AL	AL	5	6	3	1	N	 	3070	010N	A	 	10180	37	98	10065	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	LEEDS	073	 	 	 	 	0
BH	1	AL0010700	 	19910430	19910101	MIDFIELD, AL	AL	6	6	3	1	N	 	3070	010N	A	 	5689	37	98	5625	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MIDFIELD	073	 	 	 	 	0
BH	1	AL0010800	 	19910430	19910101	TARRANT CITY, AL	AL	6	6	3	1	N	 	3070	010N	A	 	8235	37	98	8142	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	TARRANT CITY	073	 	 	 	 	0
BH	1	AL0010900	 	19910430	19910101	VESTAVIA HILLS, AL	AL	5	6	3	1	N	 	3070	010N	A	 	20214	37	98	19985	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	VESTAVIA HILLS	073	 	 	 	 	0
BH	1	AL0011000	 	19910430	19910101	HOMEWOOD, AL	AL	5	6	3	1	N	 	3070	010N	A	 	23462	37	98	23196	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HOMEWOOD	073	 	 	 	 	0
BH	1	AL0011100	 	19910430	19910101	FULTONDALE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	6550	37	98	6476	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	FULTONDALE	073	 	 	 	 	0
BH	1	AL0011200	 	19910430	19910101	HOOVER, AL	AL	4	6	3	1	N	 	3070	010N	A	 	40726	37	98	40264	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HOOVER	073	 	 	 	 	0
BH	1	AL0011300	 	19910430	19910101	IRONDALE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	9676	37	98	9567	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	IRONDALE	073	 	 	 	 	0
BH	1	AL0011400	 	19910430	19910101	PLEASANT GROVE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	8657	37	98	8559	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	I	 	 	 	 	 	PLEASANT GROVE	073	 	 	 	 	1
BH	1	AL0011500	 	19910430	 	ROOSEVELT CITY, AL	AL	6	6	3	0	N	AL0010000	3070	010N	 	19891101	3562	37	98	3522	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ROOSEVELT CITY	073	 	 	 	 	0
BH	1	AL0011600	 	19910430	19910101	GRAYSVILLE, AL	AL	7	6	3	1	N	 	3070	010N	A	 	2293	37	98	2267	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	GRAYSVILLE	073	 	 	 	 	0
BH	1	AL0011700	 	19910430	 	BROWNSVILLE, AL	AL	6	6	3	0	N	AL0010200	3070	010N	 	19891101	2636	37	98	2607	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BROWNSVILLE	073	 	 	 	 	0
BH	1	AL0011800	 	19910430	 	BRIGHTON, AL	AL	6	6	3	1	N	AL0010000	3070	010N	 	 	4624	37	98	4572	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BRIGHTON	073	 	 	 	 	0
BH	1	AL0011900	 	19910430	19910101	HUEYTOWN, AL	AL	5	6	3	1	N	 	3070	010N	A	 	15640	37	98	15463	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	HUEYTOWN	073	 	 	 	 	0
BH	1	AL0012000	 	19910430	 	LIPSCOMB, AL	AL	6	6	3	1	N	 	3070	010N	 	 	2959	37	98	2926	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	LIPSCOMB	073	 	 	 	 	0
BH	1	AL0012100	 	19910430	19910101	TRUSSVILLE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	8461	37	98	8365	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	TRUSSVILLE	073	 	 	 	 	0
BH	1	AL0012200	 	19910430	19910101	ADAMSVILLE, AL	AL	6	6	3	1	N	 	3070	010N	A	 	4258	37	98	4210	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ADAMSVILLE	073	 	 	 	 	0
BH	1	AL0012300	 	19910430	19910101	WARRIOR, AL	AL	6	6	3	1	N	 	3070	010N	A	 	3357	37	98	3319	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	WARRIOR	073	 	 	 	 	0
BH	1	AL0012400	 	19910430	 	BIRMINGHAM, AL	AL	7	6	3	3	N	 	3070	010N	 	 	0	37	98	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	UNIVERSITY OF ALABAMA	073	 	 	 	 	0
BH	1	AL0012500	 	19910430	 	TRAFFORD, AL	AL	7	6	3	0	N	AL0010000	3070	010N	 	19891101	755	37	98	747	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	TRAFFORD	073	 	 	 	 	0
BH	1	AL0012600	 	19910430	19910101	MORRIS, AL	AL	7	6	3	1	N	 	3070	010N	A	 	1162	37	98	1149	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MORRIS	073	 	 	 	 	0
BH	1	AL0012700	 	19910430	 	BROOKSIDE, AL	AL	7	6	3	1	N	 	3070	010N	 	 	1396	37	98	1381	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BROOKSIDE	073	 	 	 	 	0
BH	1	AL0012800	 	19910430	 	CARDIFF, AL	AL	7	6	3	0	N	AL0010000	3070	010N	 	19891101	72	37	98	72	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CARDIFF	073	 	 	 	 	0
BH	1	AL0012900	 	19910430	19910101	KIMBERLY, AL	AL	7	6	3	1	N	 	3070	010N	A	 	1121	37	98	1109	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	KIMBERLY	073	 	 	 	 	0
BH	1	AL0013000	 	19910430	 	TRAFFORD, AL	AL	7	6	3	0	N	AL0010000	3070	010N	 	19891101	193	37	98	191	0	5	98	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	COUNTY LINE	073	009	 	 	 	0
BH	1	AL0020000	 	19910430	19910101	MOBILE, AL	AL	9A	6	3	2	N	 	3490	015S	A	 	117756	49	547	116419	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MOBILE	097	 	 	 	 	0
BH	1	AL0020100	 	19910430	19910101	MOBILE, AL	AL	2	6	3	1	Y	 	3490	015S	A	 	200911	49	547	198629	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MOBILE	097	 	 	 	 	0
BH	1	AL0020200	 	19910430	19910101	PRICHARD, AL	AL	4	6	3	1	N	 	3490	015S	A	 	35120	49	547	34722	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	PRICHARD	097	 	 	 	 	0
BH	1	AL0020300	 	19910430	19930401	CHICKASAW, AL	AL	6	6	3	1	N	 	3490	015S	A	 	6805	49	547	6728	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CHICKASAW	097	 	 	 	 	0
BH	1	AL0020400	 	19910430	19910101	CITRONELLE, AL	AL	6	6	3	1	N	 	3490	015S	A	 	3756	49	547	3714	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CITRONELLE	097	 	 	 	 	0
BH	1	AL0020500	 	19910430	19910101	SARALAND, AL	AL	5	6	3	1	N	 	3490	015S	A	 	12027	49	547	11891	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SARALAND	097	 	 	 	 	0
BH	1	AL0020600	 	19910430	19910101	BAYOU LA BATRE, AL	AL	6	6	3	1	N	 	3490	015S	A	 	2513	49	547	2485	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BAYOU LA BATRE	097	 	 	 	 	0
BH	1	AL0020700	 	19910430	19910101	SATSUMA, AL	AL	6	6	3	1	N	 	3490	015S	A	 	5316	49	547	5256	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SATSUMA	097	 	 	 	 	0
BH	1	AL0020800	 	19910430	19930201	MOUNT VERNON, AL	AL	7	6	3	1	N	 	3490	015S	A	 	922	49	547	912	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MOUNT VERNON	097	 	 	 	 	0
BH	1	AL0020900	 	19910430	19910101	WILMER, AL	AL	7	6	3	0	N	 	3490	015S	A	19951001	504	49	547	499	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	WILMER	097	 	 	 	 	0
BH	1	AL0021200	 	19910430	19910101	CREOLA, AL	AL	7	6	3	1	N	 	3490	015S	A	 	1940	49	547	1918	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	CREOLA	097	 	 	 	 	0
BH	1	AL0021400	 	19910430	19910101	MOBILE, AL	AL	7	6	3	1	N	 	3490	015S	A	 	0	49	547	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	UNIV OF SOUTH ALABAMA	097	 	 	 	 	0
BH	1	AL0030000	 	19910430	19910101	MONTGOMERY, AL	AL	9C	6	3	2	N	 	3490	005M	A	 	22497	51	556	22242	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MONTGOMERY	101	 	 	 	 	0
BH	1	AL0030100	 	19910430	19910101	MONTGOMERY, AL	AL	2	6	3	1	Y	 	3490	005M	A	 	191522	51	556	189347	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	MONTGOMERY	101	 	 	 	 	0
BH	1	AL0030400	 	19910430	19910101	MONTGOMERY, AL	AL	9D	6	3	2	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	AL ALC BEV CONTROL BOARD	101	 	 	 	 	0
BH	1	AL0030500	 	19921124	19920901	MONTGOMERY, AL	AL	7	6	3	1	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	AL DEPT OF MENTAL HEALTH	101	 	 	 	 	0
BH	1	AL0030600	 	19920122	19910101	MONTGOMERY, AL	AL	7	6	3	3	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ALABAMA STATE UNIVERSITY	101	 	 	 	 	0
BH	1	AL0030700	 	19910430	19910101	MONTGOMERY, AL	AL	7	6	3	1	N	 	3490	005M	A	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	AUBURN U. MONTGOMERY	101	 	 	 	 	0
BH	1	AL0031300	 	19910430	 	MONTGOMERY, AL	AL	9D	6	3	2	N	 	3490	005M	 	 	0	51	556	0	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ST CAP POL MONTGOMERY	101	 	 	 	 	0
BH	1	AL0040000	 	19910430	19910101	PRATTVILLE, AL	AL	9C	6	3	2	N	 	3490	005M	A	 	14980	1	556	14810	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	AUTAUGA	001	 	 	 	 	0
BH	1	AL0040100	 	19910430	19910101	PRATTVILLE, AL	AL	5	6	3	1	N	 	3490	005M	A	 	20048	1	556	19821	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	PRATTVILLE	001	 	 	 	 	0
BH	1	AL0040200	 	19910430	 	AUTAUGAVILLE, AL	AL	7	6	3	0	N	AL0040000	3490	005M	 	19891101	696	1	556	689	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	AUTAUGAVILLE	001	 	 	 	 	0
BH	1	AL0050000	 	19910430	19910101	BAY MINETTE, AL	AL	9B	6	3	2	N	 	3490	015S	A	 	59292	2	547	58619	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BALDWIN	003	 	 	 	 	0
BH	1	AL0050100	 	19910430	19910101	BAY MINETTE, AL	AL	6	6	3	1	N	 	3490	015S	A	 	7336	2	547	7253	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	BAY MINETTE	003	 	 	 	 	0
BH	1	AL0050200	 	19910430	19910101	FAIRHOPE, AL	AL	6	6	3	1	N	 	3490	015S	A	 	8684	2	547	8586	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	FAIRHOPE	003	 	 	 	 	0
BH	1	AL0050300	 	19910430	19910101	FOLEY, AL	AL	6	6	3	1	N	 	3490	015S	A	 	5053	2	547	4996	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	FOLEY	003	 	 	 	 	0
BH	1	AL0050400	 	19910430	19910101	GULF SHORES, AL	AL	6	6	3	1	N	 	3490	015S	A	 	3337	2	547	3300	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	GULF SHORES	003	 	 	 	 	0
BH	1	AL0050500	 	19910430	19910101	ROBERTSDALE, AL	AL	7	6	3	1	N	 	3490	015S	A	 	2456	2	547	2429	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	ROBERTSDALE	003	 	 	 	 	0
BH	1	AL0050600	 	19910430	19930101	LOXLEY, AL	AL	7	6	3	1	N	AL0050000	3490	015S	A	 	1187	2	547	1174	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	LOXLEY	003	 	 	 	 	0
BH	1	AL0050700	 	19910430	 	SILVERHILL, AL	AL	7	6	3	0	N	AL0050000	3490	015S	 	19891101	568	2	547	562	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SILVERHILL	003	 	 	 	 	0
BH	1	AL0050800	 	19910430	19910101	DAPHNE, AL	AL	5	6	3	1	N	 	3490	015S	A	 	11556	2	547	11425	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	DAPHNE	003	 	 	 	 	0
BH	1	AL0050900	 	19910430	 	SUMMERDALE, AL	AL	7	6	3	1	N	 	3490	015S	 	 	571	2	547	565	0	 	 	0	0	 	 	0	0	 	 	0	0	 	 	0	1992	 	 	 	 	 	 	 	 	SUMMERDALE	003	 	 	 	 	0
