State,Agency_Type,Agency_name,Total_incidents_bias_motivation,Bias_Motivation_Race_Ethnicity_Ancestry,Bias_Motivation_Religion,Bias_Motivation_Sexual_orientation,Bias_Motivation_Disability,Bias_Motivation_Gender,Bias_Motivation_Gender_Identity,Total_incidents_Q1_to_Q4,No_of_incidents_Q1,No_of_incidents_Q2,No_of_incidents_Q3,No_of_incidents_Q4,Population,agency_with_state,lon,lat
California,Cities,Fresno,13,7,3,3,0,0,0,13,3,3,4,3,524796,"Fresno, California",-119.7871247,36.7377981
California,Cities,Fullerton,2,1,0,1,0,0,0,2,1,0,0,1,141968,"Fullerton, California",-117.9242123,33.8703645
California,Cities,Garden Grove,2,1,1,0,0,0,0,2,1,0,0,1,176230,"Garden Grove, California",-117.9379952,33.7742692
California,Cities,Glendale,2,1,1,0,0,0,0,2,0,1,0,1,202903,"Glendale, California",-118.255075,34.1425078
California,Cities,Hanford,1,0,1,0,0,0,0,1,0,1,0,0,55973,"Hanford, California",-119.6456844,36.3274502
California,Cities,Hawaiian Gardens,1,0,0,0,0,0,1,1,0,1,0,0,14654,"Hawaiian Gardens, California",-118.0728424,33.8314045
California,Cities,Hawthorne,1,0,1,0,0,0,0,1,0,0,0,1,89299,"Hawthorne, California",NA,NA
California,Cities,Hayward,2,1,1,0,0,0,0,2,0,0,1,1,161122,"Hayward, California",-122.0807964,37.6688205
California,Cities,Highland,1,1,0,0,0,0,0,1,0,0,1,0,55184,"Highland, California",NA,NA
California,Cities,Hollister,1,0,0,1,0,0,0,1,0,0,1,0,37953,"Hollister, California",-121.4016021,36.8524545
California,Cities,Huntington Beach,6,3,3,0,0,0,0,6,1,1,3,1,204071,"Huntington Beach, California",-117.9988026,33.6594835
California,Cities,Huntington Park,1,0,0,1,0,0,0,1,1,0,0,0,59692,"Huntington Park, California",-118.2250725,33.9816812
California,Cities,Irvine,2,2,0,0,0,0,0,2,1,0,0,1,266663,"Irvine, California",-117.8265049,33.6845673
California,Cities,Jurupa Valley,1,1,0,0,0,0,0,1,0,1,0,0,101316,"Jurupa Valley, California",-117.4854802,33.9971974
California,Cities,Kingsburg,1,1,0,0,0,0,0,1,1,0,0,0,11905,"Kingsburg, California",-119.5540175,36.5138398
California,Cities,Laguna Beach,1,1,0,0,0,0,0,1,0,0,0,1,23486,"Laguna Beach, California",-117.7853568,33.5427189
California,Cities,La Habra,1,1,0,0,0,0,0,1,0,1,0,0,62483,"La Habra, California",-117.946137,33.9318591
California,Cities,Lake Elsinore,2,1,0,1,0,0,0,2,1,1,0,0,63907,"Lake Elsinore, California",-117.3272615,33.6680772
California,Cities,Lakewood,4,3,0,1,0,0,0,4,2,0,1,1,81921,"Lakewood, California",NA,NA
California,Cities,La Mesa,3,2,1,0,0,0,0,3,0,0,1,2,60681,"La Mesa, California",-117.0230839,32.7678287
California,Cities,La Mirada,2,0,2,0,0,0,0,2,0,2,0,0,49715,"La Mirada, California",-118.0120086,33.9172357
California,Cities,Lancaster,8,5,0,2,0,0,1,8,1,4,1,2,161963,"Lancaster, California",-118.1541632,34.6867846
California,Cities,La Puente,1,0,0,1,0,0,0,1,1,0,0,0,40928,"La Puente, California",NA,NA
California,Cities,Loma Linda,1,1,0,0,0,0,0,1,0,1,0,0,24190,"Loma Linda, California",NA,NA
California,Cities,Long Beach,8,2,2,3,0,0,1,8,2,0,3,3,476476,"Long Beach, California",NA,NA
California,Cities,Los Angeles,227,112,43,58,0,1,13,227,55,56,52,64,4007905,"Los Angeles, California",-118.2436849,34.0522342
California,Cities,Malibu,2,2,0,0,0,0,0,2,1,0,0,1,13030,"Malibu, California",-118.7797571,34.0259216
California,Cities,Mammoth Lakes,1,1,0,0,0,0,0,1,0,1,0,0,7891,"Mammoth Lakes, California",NA,NA
California,Cities,Manteca,5,5,0,0,0,0,0,5,1,1,3,0,77104,"Manteca, California",-121.2160526,37.7974273
California,Cities,Merced,2,0,0,1,0,0,1,2,0,0,1,1,83106,"Merced, California",-120.4829677,37.3021632
California,Cities,Modesto,11,6,4,1,0,0,0,11,2,4,2,3,212880,"Modesto, California",-120.9968782,37.63909719999999
California,Cities,Montclair,2,1,1,0,0,0,0,2,0,1,0,1,39085,"Montclair, California",NA,NA
California,Cities,Monterey,1,1,0,0,0,0,0,1,0,0,0,1,28506,"Monterey, California",NA,NA
California,Cities,Mountain View,1,0,1,0,0,0,0,1,1,0,0,0,81726,"Mountain View, California",NA,NA
California,Cities,Murrieta,1,0,0,0,0,1,0,1,0,0,0,1,111043,"Murrieta, California",-117.2139232,33.5539143
California,Cities,Napa,1,0,0,1,0,0,0,1,0,0,0,1,81115,"Napa, California",NA,NA
California,Cities,National City,1,1,0,0,0,0,0,1,1,0,0,0,61550,"National City, California",NA,NA
California,Cities,Newark,1,1,0,0,0,0,0,1,0,1,0,0,45893,"Newark, California",NA,NA
California,Cities,Norco,2,2,0,0,0,0,0,2,1,0,0,1,26132,"Norco, California",NA,NA
California,Cities,Norwalk,1,1,0,0,0,0,0,1,0,0,1,0,107453,"Norwalk, California",NA,NA
California,Cities,Novato,2,1,1,0,0,0,0,2,0,0,0,2,56263,"Novato, California",NA,NA
California,Cities,Oakland,9,3,3,3,0,0,0,9,3,2,2,2,424998,"Oakland, California",-122.2711137,37.8043637
California,Cities,Oceanside,7,2,2,3,0,0,0,7,1,3,1,2,177340,"Oceanside, California",NA,NA
California,Cities,Orange,1,1,0,0,0,0,0,1,0,1,0,0,141841,"Orange, California",-117.8531007,33.7879139
California,Cities,Oxnard,6,4,1,1,0,0,0,6,2,1,1,2,209048,"Oxnard, California",-119.1770516,34.1975048
California,Cities,Pacific Grove,1,1,0,0,0,0,0,1,0,1,0,0,15795,"Pacific Grove, California",NA,NA
California,Cities,Palmdale,8,6,2,0,0,0,0,8,5,0,2,1,159441,"Palmdale, California",NA,NA
California,Cities,Palm Springs,3,3,0,0,0,0,0,3,1,2,0,0,47909,"Palm Springs, California",-116.5452921,33.8302961
California,Cities,Palo Alto,4,3,1,0,0,0,0,4,1,2,1,0,67317,"Palo Alto, California",NA,NA
California,Cities,Paradise,1,1,0,0,0,0,0,1,0,1,0,0,26532,"Paradise, California",NA,NA
California,Cities,Parlier,1,0,0,1,0,0,0,1,0,1,0,0,15262,"Parlier, California",-119.5270734,36.6116174
California,Cities,Pasadena,2,1,1,0,0,0,0,2,1,0,1,0,143288,"Pasadena, California",-118.1445155,34.1477849
California,Cities,Perris,1,0,1,0,0,0,0,1,0,0,0,1,76260,"Perris, California",NA,NA
California,Cities,Petaluma,1,1,0,0,0,0,0,1,1,0,0,0,60933,"Petaluma, California",-122.6366524,38.232417
California,Cities,Placentia,1,1,0,0,0,0,0,1,0,1,0,0,52800,"Placentia, California",-117.8627548,33.8710729
California,Cities,Pomona,5,2,1,2,0,0,0,5,2,1,2,0,154109,"Pomona, California",-117.7499909,34.055103
California,Cities,Poway,1,0,0,1,0,0,0,1,0,0,0,1,50606,"Poway, California",-117.0358646,32.9628232
California,Cities,Rancho Cucamonga,4,4,0,0,0,0,0,4,0,2,1,1,177089,"Rancho Cucamonga, California",-117.5931084,34.10639889999999
California,Cities,Rancho Palos Verdes,1,1,0,0,0,0,0,1,0,0,1,0,42947,"Rancho Palos Verdes, California",NA,NA
California,Cities,Redding,10,7,1,2,0,0,0,10,0,1,7,2,91918,"Redding, California",-122.3916754,40.5865396
California,Cities,Redlands,6,4,0,2,0,0,0,6,1,2,3,0,71485,"Redlands, California",-117.1825381,34.0555693
California,Cities,Redwood City,4,2,0,2,0,0,0,4,0,0,1,3,87046,"Redwood City, California",-122.2363548,37.48521520000001
California,Cities,Rialto,1,1,0,0,0,0,0,1,0,0,0,1,103893,"Rialto, California",-117.3703235,34.1064001
California,Cities,Richmond,4,4,0,0,0,0,0,4,0,1,1,2,110868,"Richmond, California",-122.3477486,37.9357576
California,Cities,Ridgecrest,1,1,0,0,0,0,0,1,0,1,0,0,29003,"Ridgecrest, California",-117.6708966,35.6224561
California,Cities,Riverside,8,5,1,2,0,0,0,8,2,2,2,2,325896,"Riverside, California",-117.3754942,33.9806005
California,Cities,Roseville,11,7,4,0,0,0,0,11,0,1,4,6,132566,"Roseville, California",-121.2880059,38.7521235
California,Cities,Sacramento,6,2,0,4,0,0,0,6,4,1,1,0,495471,"Sacramento, California",-121.4943996,38.5815719
California,Cities,Salinas,1,0,1,0,0,0,0,1,0,1,0,0,158729,"Salinas, California",-121.6555013,36.6777372
California,Cities,San Bernardino2,7,6,0,1,0,0,0,6,0,1,4,1,217303,"San Bernardino2, California",-117.2897652,34.1083449
California,Cities,San Bruno,2,2,0,0,0,0,0,2,0,0,1,1,43613,"San Bruno, California",-122.4110835,37.6304904
California,Cities,San Diego,35,16,7,12,0,0,0,35,7,10,6,12,1413414,"San Diego, California",-117.1610838,32.715738
California,Cities,San Fernando,2,0,1,1,0,0,0,2,1,0,0,1,25194,"San Fernando, California",-118.4389719,34.2819461
California,Cities,San Francisco2,37,11,7,14,0,1,4,36,9,12,10,5,871155,"San Francisco2, California",-122.4194155,37.7749295
California,Cities,San Jose,19,10,7,2,0,0,0,19,5,1,4,9,1041844,"San Jose, California",-121.8863286,37.3382082
California,Cities,San Leandro,22,15,3,3,1,0,0,22,4,5,5,8,91870,"San Leandro, California",NA,NA
California,Cities,San Luis Obispo,2,2,0,0,0,0,0,2,2,0,0,0,47774,"San Luis Obispo, California",-120.6596156,35.2827524
California,Cities,San Marcos,2,1,1,0,0,0,0,2,1,0,0,1,94840,"San Marcos, California",-117.1661449,33.1433723
California,Cities,San Mateo,2,0,1,1,0,0,0,2,0,1,0,1,104802,"San Mateo, California",-122.3255254,37.5629917
California,Cities,San Rafael,1,1,0,0,0,0,0,1,0,0,0,1,59435,"San Rafael, California",-122.5310874,37.9735346
California,Cities,San Ramon,4,4,0,0,0,0,0,4,0,0,0,4,76901,"San Ramon, California",NA,NA
California,Cities,Santa Ana,6,2,3,1,0,0,0,6,3,2,0,1,337419,"Santa Ana, California",NA,NA
California,Cities,Santa Clarita,10,6,4,0,0,0,0,10,3,1,2,4,219611,"Santa Clarita, California",-118.542586,34.3916641
California,Cities,Santa Cruz,12,7,3,2,0,0,0,12,4,1,2,5,64969,"Santa Cruz, California",NA,NA
California,Cities,Santa Monica,3,1,1,1,0,0,0,3,0,2,1,0,93921,"Santa Monica, California",-118.4911912,34.0194543
California,Cities,Santa Rosa,1,0,0,1,0,0,0,1,1,0,0,0,176383,"Santa Rosa, California",-122.7140548,38.440429
California,Cities,Santee,1,0,1,0,0,0,0,1,0,0,0,1,58651,"Santee, California",NA,NA
California,Cities,Sebastopol,1,1,0,0,0,0,0,1,0,1,0,0,7734,"Sebastopol, California",NA,NA
California,Cities,Simi Valley,2,1,1,0,0,0,0,2,0,1,0,1,127252,"Simi Valley, California",NA,NA
California,Cities,Solvang,1,0,0,1,0,0,0,1,0,0,1,0,5844,"Solvang, California",-120.1376481,34.5958201
California,Cities,Sonoma,1,1,0,0,0,0,0,1,1,0,0,0,11113,"Sonoma, California",NA,NA
California,Cities,Sonora,1,1,0,0,0,0,0,1,0,0,0,1,4802,"Sonora, California",NA,NA
California,Cities,South Gate,2,0,1,1,0,0,0,2,0,0,1,1,96791,"South Gate, California",-118.2120161,33.954737
California,Cities,South San Francisco,4,0,4,0,0,0,0,4,0,0,0,4,67995,"South San Francisco, California",NA,NA
California,Cities,Stockton,3,2,0,0,1,0,0,3,0,0,2,1,308348,"Stockton, California",NA,NA
California,Cities,Suisun City,1,1,0,0,0,0,0,1,0,1,0,0,29768,"Suisun City, California",NA,NA
California,Cities,Sunnyvale,1,0,1,0,0,0,0,1,0,0,1,0,154108,"Sunnyvale, California",NA,NA
California,Cities,Thousand Oaks,1,0,1,0,0,0,0,1,0,1,0,0,129853,"Thousand Oaks, California",NA,NA
California,Cities,Torrance,1,0,1,0,0,0,0,1,0,0,1,0,149078,"Torrance, California",NA,NA
California,Cities,Turlock,3,3,0,0,0,0,0,3,3,0,0,0,73031,"Turlock, California",-120.8465941,37.4946568
California,Cities,Twentynine Palms,1,1,0,0,0,0,0,1,0,0,0,1,26213,"Twentynine Palms, California",-116.0541689,34.1355582
California,Cities,Ukiah,1,0,0,1,0,0,0,1,0,1,0,0,15897,"Ukiah, California",NA,NA
California,Cities,Union City,1,0,0,1,0,0,0,1,0,1,0,0,75501,"Union City, California",-122.0438298,37.5933918
California,Cities,Vacaville,1,1,0,0,0,0,0,1,1,0,0,0,97671,"Vacaville, California",NA,NA
California,Cities,Vallejo,2,2,0,0,0,0,0,2,0,0,1,1,122293,"Vallejo, California",NA,NA
California,Cities,Ventura,3,2,0,1,0,0,0,3,0,1,1,1,110228,"Ventura, California",-119.2945199,34.2804923
California,Cities,Victorville,2,1,0,1,0,0,0,2,0,1,0,1,123438,"Victorville, California",-117.2927641,34.5362184
California,Cities,Walnut Creek,3,1,1,1,0,0,0,3,0,1,1,1,69860,"Walnut Creek, California",-122.0651819,37.9100783
California,Cities,Watsonville,1,0,1,0,0,0,0,1,1,0,0,0,54110,"Watsonville, California",NA,NA
California,Cities,West Covina,1,1,0,0,0,0,0,1,1,0,0,0,108950,"West Covina, California",-117.9389526,34.0686208
California,Cities,West Hollywood,7,2,0,5,0,0,0,7,0,2,2,3,36594,"West Hollywood, California",-118.3617443,34.0900091
California,Cities,Westminster,4,3,0,1,0,0,0,4,3,0,1,0,92582,"Westminster, California",-117.9897058,33.7591757
California,Cities,Wildomar,1,1,0,0,0,0,0,1,0,0,0,1,36310,"Wildomar, California",-117.2800372,33.5989126
California,Cities,Windsor,2,2,0,0,0,0,0,2,1,0,0,1,27594,"Windsor, California",-122.8163802,38.5471327
California,Universities and Colleges,"California State Polytechnic University, San Luis Obispo",1,1,0,0,0,0,0,1,1,0,0,0,20944,"California State Polytechnic University, San Luis Obispo, California",-120.6624942,35.3050053
California,Universities and Colleges,California State University: Dominguez Hills,4,4,0,0,0,0,0,4,2,0,0,2,14635,"California State University: Dominguez Hills, California",-118.2552809,33.8633706
California,Universities and Colleges,California State University: Fullerton,1,0,0,1,0,0,0,1,0,1,0,0,38948,"California State University: Fullerton, California",-117.8869261,33.8829226
California,Universities and Colleges,California State University: Long Beach,2,2,0,0,0,0,0,2,0,0,2,0,37446,"California State University: Long Beach, California",NA,NA
California,Universities and Colleges,California State University: San Jose,5,5,0,0,0,0,0,5,0,0,1,4,32773,"California State University: San Jose, California",NA,NA
California,Universities and Colleges,California State University: Stanislaus,1,0,0,1,0,0,0,1,1,0,0,0,9282,"California State University: Stanislaus, California",-120.8562309,37.5251853
California,Universities and Colleges,Foothill-De Anza College,2,0,0,1,0,0,1,2,1,1,0,0,37960,"Foothill-De Anza College, California",-122.1271421,37.3620489
California,Universities and Colleges,Humboldt State University,3,1,1,1,0,0,0,3,0,2,1,0,8790,"Humboldt State University, California",-124.077821,40.8752748
California,Universities and Colleges,Riverside Community College,1,0,1,0,0,0,0,1,0,0,0,1,37594,"Riverside Community College, California",-117.3808994,33.9714889
California,Universities and Colleges,San Diego State University,3,3,0,0,0,0,0,3,1,1,0,1,34254,"San Diego State University, California",NA,NA
California,Universities and Colleges,University of California: Berkeley,4,1,2,1,0,0,0,4,1,1,0,2,38189,"University of California: Berkeley, California",NA,NA
California,Universities and Colleges,University of California: Davis,1,1,0,0,0,0,0,1,1,0,0,0,35186,"University of California: Davis, California",-121.7617125,38.5382322
California,Universities and Colleges,University of California: Los Angeles,4,2,1,1,0,0,0,4,2,0,1,1,41908,"University of California: Los Angeles, California",-118.4451811,34.068921
California,Universities and Colleges,University of California: Riverside,1,0,1,0,0,0,0,1,1,0,0,0,21385,"University of California: Riverside, California",-117.3280644,33.9737055
California,Universities and Colleges,University of California: San Diego,3,2,0,1,0,0,0,3,0,2,0,1,32906,"University of California: San Diego, California",-117.2340135,32.8800604
California,Universities and Colleges,University of California: San Francisco,1,0,1,0,0,0,0,1,0,0,0,1,3107,"University of California: San Francisco, California",NA,NA
California,Universities and Colleges,University of California: Santa Cruz,1,0,0,1,0,0,0,1,0,0,0,1,17868,"University of California: Santa Cruz, California",-122.0582771,36.9915847
California,Universities and Colleges,Ventura County Community College District,1,0,0,1,0,0,0,1,0,0,0,1,34022,"Ventura County Community College District, California",-119.070912,34.2079642
California,Metropolitan Counties,Butte,1,0,0,1,0,0,0,1,0,0,1,0,NA,"Butte, California",-121.5370003,39.6253952
California,Metropolitan Counties,El Dorado,1,0,1,0,0,0,0,1,1,0,0,0,NA,"El Dorado, California",NA,NA
California,Metropolitan Counties,Fresno,1,0,0,1,0,0,0,1,0,1,0,0,NA,"Fresno, California",-119.7871247,36.7377981
California,Metropolitan Counties,Los Angeles,26,17,3,6,0,0,0,26,5,4,6,11,NA,"Los Angeles, California",NA,NA
California,Metropolitan Counties,Orange,2,2,0,0,0,0,0,2,2,0,0,0,NA,"Orange, California",NA,NA
California,Metropolitan Counties,Riverside,5,3,0,1,0,0,1,5,0,1,3,1,NA,"Riverside, California",-117.3754942,33.9806005
California,Metropolitan Counties,Sacramento,10,8,1,1,0,0,0,10,5,3,1,1,NA,"Sacramento, California",-121.4943996,38.5815719
California,Metropolitan Counties,San Bernardino,7,3,2,1,0,0,1,7,4,3,0,0,NA,"San Bernardino, California",-117.2897652,34.1083449
California,Metropolitan Counties,San Diego,18,13,1,4,0,0,0,18,1,7,8,2,NA,"San Diego, California",NA,NA
California,Metropolitan Counties,San Mateo,3,1,1,1,0,0,0,3,1,1,1,0,NA,"San Mateo, California",-122.3255254,37.5629917
California,Metropolitan Counties,Santa Barbara,1,1,0,0,0,0,0,1,0,0,0,1,NA,"Santa Barbara, California",-119.6981901,34.4208305
California,Metropolitan Counties,Santa Clara,2,2,0,0,0,0,0,2,1,0,1,0,NA,"Santa Clara, California",NA,NA
