"State","Agency_Type","Agency_name","Total_incidents_bias_motivation","Bias_Motivation_Race_Ethnicity_Ancestry","Bias_Motivation_Religion","Bias_Motivation_Sexual_orientation","Bias_Motivation_Disability","Bias_Motivation_Gender","Bias_Motivation_Gender_Identity","Total_incidents_Q1_to_Q4","No_of_incidents_Q1","No_of_incidents_Q2","No_of_incidents_Q3","No_of_incidents_Q4","Population"
"Connecticut","Cities","Greenwich",1,0,1,0,0,0,0,1,0,0,1,0,"62,970"
"Connecticut","Cities","Groton",1,1,0,0,0,0,0,1,0,0,0,1,"9,189"
"Connecticut","Cities","Groton Town",1,1,0,0,0,0,0,1,0,0,1,0,"29,910"
"Connecticut","Cities","Guilford",1,1,0,0,0,0,0,1,1,0,0,0,"22,343"
"Connecticut","Cities","Hartford",6,5,0,1,0,0,0,6,2,2,1,1,"123,736"
"Connecticut","Cities","Ledyard",1,0,0,1,0,0,0,1,0,0,0,1,"15,021"
"Connecticut","Cities","Madison",1,0,1,0,0,0,0,1,0,0,0,1,"18,212"
"Connecticut","Cities","Manchester",7,6,0,1,0,0,0,7,1,2,1,3,"57,957"
"Connecticut","Cities","Middletown",2,1,1,0,0,0,0,2,0,2,0,0,"46,580"
"Connecticut","Cities","Naugatuck",1,1,0,0,0,0,0,1,0,1,0,0,"31,469"
"Connecticut","Cities","New Haven",9,4,3,2,0,0,0,9,5,1,0,3,"130,425"
"Connecticut","Cities","Newington",2,1,0,1,0,0,0,2,1,0,0,1,"30,610"
"Connecticut","Cities","New London",2,0,2,0,0,0,0,2,2,0,0,0,"27,092"
"Connecticut","Cities","Norwalk",7,5,2,0,0,0,0,7,1,5,0,1,"88,989"
"Connecticut","Cities","Norwich",1,1,0,0,0,0,0,1,1,0,0,0,"39,771"
"Connecticut","Cities","Old Saybrook",1,1,0,0,0,0,0,1,0,0,0,1,"10,145"
"Connecticut","Cities","Ridgefield",1,0,1,0,0,0,0,1,0,0,0,1,"25,358"
"Connecticut","Cities","Rocky Hill",1,0,1,0,0,0,0,1,0,0,0,1,"20,085"
"Connecticut","Cities","Shelton",1,0,1,0,0,0,0,1,0,0,0,1,"41,638"
"Connecticut","Cities","Southington",1,1,0,0,0,0,0,1,0,1,0,0,"43,948"
"Connecticut","Cities","Stamford",8,5,1,2,0,0,0,8,4,2,1,1,"130,116"
"Connecticut","Cities","Stratford",1,1,0,0,0,0,0,1,0,1,0,0,"52,841"
"Connecticut","Cities","Torrington",3,1,2,0,0,0,0,3,0,1,1,1,"34,626"
"Connecticut","Cities","Trumbull",1,1,0,0,0,0,0,1,1,0,0,0,"36,741"
"Connecticut","Cities","Vernon",1,1,0,0,0,0,0,1,0,0,0,1,"28,915"
"Connecticut","Cities","Wallingford",1,1,0,0,0,0,0,1,0,0,1,0,"44,840"
"Connecticut","Cities","Waterbury",6,6,0,0,0,0,0,6,2,3,0,1,"108,491"
"Connecticut","Cities","Waterford",1,0,1,0,0,0,0,1,0,0,1,0,"19,236"
"Connecticut","Cities","West Hartford",2,1,1,0,0,0,0,2,0,0,0,2,"62,979"
"Connecticut","Cities","Westport",2,2,0,0,0,0,0,2,0,2,0,0,"28,198"
"Connecticut","Cities","Wethersfield",1,1,0,0,0,0,0,1,1,0,0,0,"26,306"
"Connecticut","Cities","Willimantic",1,1,0,0,0,0,0,1,0,0,1,0,"17,766"
"Connecticut","Cities","Woodbridge",1,0,1,0,0,0,0,1,0,0,1,0,"8,864"
"Connecticut","Universities and Colleges","Southern Connecticut State University",2,0,1,1,0,0,0,2,1,0,1,0,"10,473"
"Connecticut","State Police Agencies","Connecticut State Police",5,2,2,1,0,0,0,5,0,1,3,1,
"Connecticut","Tribal Agencies","Mashantucket Pequot Tribal",1,1,0,0,0,0,0,1,0,0,0,1,
"Delaware","Cities","Camden",1,1,0,0,0,0,0,1,0,0,0,1,"3,512"
"Delaware","Cities","Newark",1,1,0,0,0,0,0,1,0,0,0,1,"34,297"
"Delaware","Cities","Rehoboth Beach",1,1,0,0,0,0,0,1,1,0,0,0,"1,485"
"Delaware","Cities","Smyrna",1,0,1,0,0,0,0,1,0,1,0,0,"11,573"
"Delaware","Metropolitan Counties","New Castle County Police Department",4,3,1,0,0,0,0,4,1,0,2,1,
"Delaware","State Police Agencies","State Police: Kent County",1,1,0,0,0,0,0,1,0,0,1,0,
"Delaware","State Police Agencies","State Police: New Castle County",4,2,1,1,0,0,0,4,1,2,0,1,
"Delaware","Other Agencies","Park Rangers",2,2,0,0,0,0,0,2,0,0,0,2,
"District of Columbia","Cities","Washington",104,26,18,40,1,0,19,104,20,35,25,24,"681,170"
"District of Columbia","Other Agencies","Metro Transit Police",11,7,0,2,1,0,1,11,0,4,3,4,
"Florida","Cities","Arcadia",1,1,0,0,0,0,0,1,,,1,,"7,893"
"Florida","Cities","Cape Coral",1,1,0,0,0,0,0,1,,,,1,"179,631"
"Florida","Cities","Casselberry",1,0,1,0,0,0,0,1,,,1,,"27,220"
"Florida","Cities","Cocoa",1,0,0,1,0,0,0,1,1,,,,"17,825"
"Florida","Cities","Coral Gables",1,1,0,0,0,0,0,1,1,,,,"51,980"
"Florida","Cities","Davie",5,3,1,1,0,0,0,5,2,3,,,"102,692"
"Florida","Cities","Fort Myers",3,2,0,1,0,0,0,3,1,,1,1,"76,579"
"Florida","Cities","Gainesville",4,4,0,0,0,0,0,4,1,,,3,"131,242"
"Florida","Cities","Homestead",2,1,0,1,0,0,0,2,2,,,,"67,700"
"Florida","Cities","Largo",2,1,0,1,0,0,0,2,,1,,1,"81,402"
"Florida","Cities","Miami Beach",17,0,4,12,1,0,0,17,6,4,4,3,"93,165"
"Florida","Cities","New Port Richey",2,2,0,0,0,0,0,2,,2,,,"16,038"
"Florida","Cities","North Miami",1,0,0,1,0,0,0,1,,1,,,"62,974"
"Florida","Cities","North Miami Beach",2,0,2,0,0,0,0,2,,2,,,"44,442"
"Florida","Cities","Oakland Park",1,0,0,1,0,0,0,1,,1,,,"44,903"
"Florida","Cities","Orlando",5,3,1,1,0,0,0,5,,2,1,2,"277,719"
"Florida","Cities","Palm Bay",4,3,1,0,0,0,0,4,,2,1,1,"108,823"
"Florida","Cities","Pinellas Park",1,1,0,0,0,0,0,1,,,1,,"52,113"
"Florida","Cities","Southwest Ranches",2,1,1,0,0,0,0,2,1,,1,,"7,953"
"Florida","Cities","Sunrise",1,0,1,0,0,0,0,1,,1,,,"94,400"
"Florida","Cities","Tamarac",1,0,0,1,0,0,0,1,1,,,,"65,516"
"Florida","Cities","Tampa",3,2,0,1,0,0,0,3,,,2,1,"375,904"
"Florida","Cities","Temple Terrace",1,0,0,1,0,0,0,1,,,,1,"25,972"
"Florida","Cities","Titusville",1,0,1,0,0,0,0,1,1,,,,"45,723"
"Florida","Cities","West Palm Beach",1,0,1,0,0,0,0,1,,,1,,"108,074"
"Florida","Cities","West Park",1,1,0,0,0,0,0,1,1,,,,"15,285"
"Florida","Universities and Colleges","University of Florida",1,1,0,0,0,0,0,1,,,1,,"50,645"
"Florida","Metropolitan Counties","Brevard",3,1,0,2,0,0,0,3,,1,1,1,
"Florida","Metropolitan Counties","Charlotte",1,1,0,0,0,0,0,1,1,,,,
"Florida","Metropolitan Counties","Clay",2,2,0,0,0,0,0,2,1,,,1,
"Florida","Metropolitan Counties","Escambia",2,2,0,0,0,0,0,2,1,1,,,
"Florida","Metropolitan Counties","Hillsborough",1,1,0,0,0,0,0,1,,,1,,
"Florida","Metropolitan Counties","Lake",1,1,0,0,0,0,0,1,1,,,,
"Florida","Metropolitan Counties","Lee",2,1,0,1,0,0,0,2,2,,,,
"Florida","Metropolitan Counties","Miami-Dade",1,0,1,0,0,0,0,1,,1,,,
"Florida","Metropolitan Counties","Orange",3,0,1,1,0,0,1,3,2,,,1,
"Florida","Metropolitan Counties","Osceola",1,1,0,0,0,0,0,1,1,,,,
"Florida","Metropolitan Counties","Palm Beach",1,0,1,0,0,0,0,1,,,,1,
"Florida","Metropolitan Counties","Pasco",1,0,0,1,0,0,0,1,,,,1,
"Florida","Metropolitan Counties","Pinellas",2,1,0,1,0,0,0,2,,2,,,
"Florida","Metropolitan Counties","Seminole",1,0,1,0,0,0,0,1,,1,,,
"Florida","Metropolitan Counties","St. Johns",1,0,0,1,0,0,0,1,,,1,,
"Florida","Metropolitan Counties","St. Lucie",1,0,1,0,0,0,0,1,,,1,,
"Florida","Metropolitan Counties","Volusia",6,4,0,2,0,0,0,6,,2,1,3,
"Georgia","Cities","Atlanta",5,0,0,5,0,0,0,5,1,4,0,0,"472,579"
"Georgia","Cities","Conyers",1,1,0,0,0,0,0,1,0,0,0,1,"16,004"
"Georgia","Universities and Colleges","University of Georgia",1,1,0,0,0,0,0,1,1,0,0,0,"36,130"
"Georgia","Metropolitan Counties","Cobb County Police Department",25,19,2,4,0,0,0,25,6,7,12,0,
"Georgia","Metropolitan Counties","Fulton County Police Department",1,0,0,1,0,0,0,1,0,1,0,0,
"Georgia","Metropolitan Counties","Gwinnett County Police Department",6,4,0,2,0,0,0,6,2,1,3,0,
"Idaho","Cities","Blackfoot",1,0,0,1,0,0,0,1,0,0,1,0,"11,700"
"Idaho","Cities","Boise",3,0,2,1,0,0,0,3,1,1,1,0,"220,749"
"Idaho","Cities","Chubbuck",1,1,0,0,0,0,0,1,0,0,0,1,"14,515"
"Idaho","Cities","Coeur d'Alene",5,3,2,0,0,0,0,5,0,3,1,1,"50,155"
"Idaho","Cities","Meridian",2,1,1,0,0,0,0,2,0,0,0,2,"94,113"
"Idaho","Cities","Moscow",1,0,0,1,0,0,0,1,0,0,0,1,"25,307"
"Idaho","Cities","Mountain Home",1,1,0,0,0,0,0,1,0,0,0,1,"13,627"
"Idaho","Cities","Nampa",2,2,0,0,0,0,0,2,0,1,1,0,"91,520"
"Idaho","Cities","Payette",1,0,1,0,0,0,0,1,0,0,1,0,"7,360"
"Idaho","Cities","Pocatello",3,3,0,0,0,0,0,3,1,2,0,0,"54,462"
"Idaho","Cities","Twin Falls",2,2,0,0,0,0,0,2,0,2,0,0,"48,083"
"Idaho","Metropolitan Counties","Ada",1,0,1,0,0,0,0,1,1,0,0,0,
"Idaho","Metropolitan Counties","Canyon",3,2,0,1,0,0,0,3,0,2,1,0,
"Idaho","Nonmetropolitan Counties","Benewah",1,1,0,0,0,0,0,1,1,0,0,0,
"Illinois","Cities","Algonquin",2,2,0,0,0,0,0,2,0,1,1,0,"30,673"
"Illinois","Cities","Aurora",3,3,0,0,0,0,0,3,0,1,0,2,"201,159"
"Illinois","Cities","Berwyn",3,3,0,0,0,0,0,3,0,0,1,2,"56,305"
"Illinois","Cities","Bradley",3,3,0,0,0,0,0,3,,1,1,1,"15,561"
"Illinois","Cities","Braidwood",1,1,0,0,0,0,0,1,0,0,1,0,"6,160"
"Illinois","Cities","Centralia",1,1,0,0,0,0,0,1,0,0,0,1,"12,580"
"Illinois","Cities","Champaign",2,1,0,1,0,0,0,2,0,0,1,1,"87,071"
"Illinois","Cities","Charleston",1,1,0,0,0,0,0,1,0,0,1,0,"21,067"
"Illinois","Cities","Chicago",51,26,9,14,0,0,2,51,5,19,10,17,"2,725,153"
"Illinois","Cities","Collinsville",1,1,0,0,0,0,0,1,0,0,0,1,"24,599"
"Illinois","Cities","Crete",1,0,0,1,0,0,0,1,0,0,0,1,"8,171"
"Illinois","Cities","Crystal Lake",1,1,0,0,0,0,0,1,1,0,0,0,"40,374"
"Illinois","Cities","De Kalb",1,1,0,0,0,0,0,1,0,0,1,0,"43,034"
"Illinois","Cities","Downers Grove",1,1,0,0,0,0,0,1,0,0,1,0,"49,894"
"Illinois","Cities","Effingham",2,1,1,0,0,0,0,2,0,0,0,2,"12,660"
"Illinois","Cities","Elk Grove Village",1,1,0,0,0,0,0,1,0,1,0,0,"33,255"
"Illinois","Cities","Flossmoor",1,1,0,0,0,0,0,1,0,0,1,0,"9,479"
"Illinois","Cities","Glenwood",1,1,0,0,0,0,0,1,0,0,1,0,"8,996"
"Illinois","Cities","Grayslake",1,1,0,0,0,0,0,1,1,0,0,0,"20,916"
"Illinois","Cities","Homewood",1,1,0,0,0,0,0,1,1,0,0,0,"19,379"
"Illinois","Cities","Joliet",2,1,0,1,0,0,0,2,0,0,1,1,"147,886"
"Illinois","Cities","Mokena",1,1,0,0,0,0,0,1,0,0,0,1,"20,156"
"Illinois","Cities","Monmouth",1,1,0,0,0,0,0,1,0,1,0,0,"9,261"
"Illinois","Cities","Morrison",1,0,0,1,0,0,0,1,0,1,0,0,"4,137"
"Illinois","Cities","New Lenox",1,1,0,0,0,0,0,1,0,0,0,1,"26,085"
"Illinois","Cities","Normal",3,3,0,0,0,0,0,3,,0,2,1,"54,727"
"Illinois","Cities","Oak Lawn",1,1,0,0,0,0,0,1,1,0,0,0,"56,791"
"Illinois","Cities","Pekin",1,1,0,0,0,0,0,1,0,0,0,1,"33,052"
"Illinois","Cities","Peoria",1,1,0,0,0,0,0,1,1,0,0,0,"115,099"
"Illinois","Cities","Plainfield",2,1,1,0,0,0,0,2,0,0,0,2,"43,063"
"Illinois","Cities","Robinson",1,1,0,0,0,0,0,1,0,0,1,0,"7,616"
"Illinois","Cities","Rockford",5,3,0,2,0,0,0,5,1,2,1,1,"147,363"
"Illinois","Cities","Salem",1,1,0,0,0,0,0,1,0,1,0,0,"7,249"
"Illinois","Cities","Springfield",2,2,0,0,0,0,0,2,0,1,1,0,"116,563"
"Illinois","Cities","Urbana",1,0,1,0,0,0,0,1,0,0,0,1,"42,461"
"Illinois","Cities","West Chicago",1,1,0,0,0,0,0,1,0,0,1,0,"27,490"
"Illinois","Cities","Wheeling",1,0,0,0,0,0,1,1,1,0,0,0,"38,158"
"Illinois","Cities","Woodstock",1,1,0,0,0,0,0,1,0,0,0,1,"25,259"
"Illinois","Universities and Colleges","Southern Illinois University, Carbondale",1,1,0,0,0,0,0,1,0,0,1,0,"17,292"
"Illinois","Metropolitan Counties","Champaign",2,0,1,0,0,1,0,2,0,1,1,0,
"Illinois","Metropolitan Counties","Sangamon",1,1,0,0,0,0,0,1,0,0,0,1,
"Illinois","Metropolitan Counties","Will",1,0,0,1,0,0,0,1,0,1,0,0,
"Indiana","Cities","Anderson",1,0,0,1,0,0,0,1,,1,,,"55,134"
"Indiana","Cities","Bloomington",9,7,0,2,0,0,0,9,3,1,1,4,"84,772"
"Indiana","Cities","Fort Wayne",4,2,0,2,0,0,0,4,1,1,1,1,"261,642"
"Indiana","Cities","Indianapolis",28,20,3,5,0,0,0,28,5,11,8,4,"866,351"
"Indiana","Cities","La Porte",2,2,0,0,0,0,0,2,,2,,,"21,891"
"Indiana","Cities","Muncie",1,1,0,0,0,0,0,1,0,0,1,0,"70,065"
"Indiana","Cities","Munster",1,0,1,0,0,0,0,1,1,,,,"22,865"
"Indiana","Cities","Plainfield",1,0,1,0,0,0,0,1,1,0,0,,"31,198"
"Indiana","Cities","South Bend",10,10,0,0,0,0,0,10,3,2,5,0,"101,621"
"Indiana","Cities","Westville",1,0,0,1,0,0,0,1,,,1,,"5,641"
"Indiana","Universities and Colleges","Ball State University",1,1,0,0,0,0,0,1,,,,1,"21,196"
"Indiana","Universities and Colleges","Indiana University, Indianapolis",1,1,0,0,0,0,0,1,,1,,,"30,105"
"Indiana","Universities and Colleges","Purdue University",3,1,0,2,0,0,0,3,1,1,0,1,"40,472"
"Indiana","Metropolitan Counties","Brown",1,0,0,1,0,0,0,1,,,,1,
"Indiana","Metropolitan Counties","Porter",1,1,0,0,0,0,0,1,,,1,,
"Indiana","Nonmetropolitan Counties","Dubois",1,0,0,0,0,1,0,1,1,,,,
"Indiana","State Police Agencies","Indiana State Police ",3,3,0,0,0,0,0,3,,,2,1,
"Indiana","State Police Agencies","State Police: Daviess County",1,0,1,0,0,0,0,1,0,0,0,1,
"Indiana","State Police Agencies","State Police: Marion County",2,1,1,0,0,0,0,2,0,1,0,1,
"Indiana","State Police Agencies","State Police: Monroe County",2,0,2,0,0,0,0,2,2,0,0,0,
"Indiana","State Police Agencies","State Police: Putnam County",1,1,0,0,0,0,0,1,0,0,1,0,
"Indiana","State Police Agencies","State Police: Scott County",1,1,0,0,0,0,0,1,0,1,0,0,
"Indiana","State Police Agencies","State Police: Vanderburgh County",1,0,1,0,0,0,0,1,0,0,1,0,
"Indiana","State Police Agencies","State Police: Washington County",1,0,1,0,0,0,0,1,0,1,0,0,
"Iowa","Cities","Boone",1,1,0,0,0,0,0,1,0,0,1,0,"12,702"
"Iowa","Cities","Clinton",1,0,1,0,0,0,0,1,0,0,0,1,"25,906"
"Iowa","Cities","Des Moines",3,2,1,0,0,0,0,3,0,1,1,1,"211,501"
"Iowa","Cities","Dubuque",1,1,0,0,0,0,0,1,0,1,0,0,"59,026"
"Iowa","Cities","Iowa City",3,3,0,0,0,0,0,3,1,0,0,2,"75,527"
"Iowa","Cities","Newton",1,1,0,0,0,0,0,1,0,0,1,0,"15,102"
"Iowa","Cities","North Liberty",1,1,0,0,0,0,0,1,0,0,1,0,"16,458"
"Iowa","Cities","Oskaloosa",1,1,0,0,0,0,0,1,0,0,1,0,"11,626"
"Iowa","Cities","West Des Moines",1,0,0,1,0,0,0,1,0,0,0,1,"65,631"
"Iowa","Universities and Colleges","Iowa State University",1,1,0,0,0,0,0,1,0,0,0,1,"35,714"
"Iowa","Universities and Colleges","University of Iowa",2,2,0,0,0,0,0,2,0,0,0,2,"30,844"
"Iowa","Metropolitan Counties","Linn",1,0,0,1,0,0,0,1,0,1,0,0,
"Kansas","Cities","Andover",1,1,0,0,0,0,0,1,0,0,0,1,"12,937"
"Kansas","Cities","Chanute",1,1,0,0,0,0,0,1,0,1,0,0,"9,279"
"Kansas","Cities","Coffeyville",1,0,0,0,1,0,0,1,0,0,1,0,"9,555"
"Kansas","Cities","Dodge City",3,2,0,0,1,0,0,3,1,1,1,0,"27,997"
"Kansas","Cities","Edwardsville",1,1,0,0,0,0,0,1,0,1,0,0,"4,377"
"Kansas","Cities","El Dorado",2,1,1,0,0,0,0,2,2,0,0,0,"12,913"
"Kansas","Cities","Elwood",1,1,0,0,0,0,0,1,0,0,1,0,"1,181"
"Kansas","Cities","Garden City",1,0,0,1,0,0,0,1,0,0,0,1,"27,038"
"Kansas","Cities","Hays",1,1,0,0,0,0,0,1,1,0,0,0,"21,206"
"Kansas","Cities","Hiawatha",1,1,0,0,0,0,0,1,0,1,0,0,"3,080"
"Kansas","Cities","Hutchinson",1,0,0,1,0,0,0,1,0,0,1,0,"41,439"
"Kansas","Cities","Independence",1,1,0,0,0,0,0,1,0,0,1,0,"8,860"
"Kansas","Cities","Lenexa",1,1,0,0,0,0,0,1,0,0,0,1,"53,376"
"Kansas","Cities","Newton",2,2,0,0,0,0,0,2,0,0,1,1,"19,226"
"Kansas","Cities","Oakley",1,1,0,0,0,0,0,1,0,1,0,0,"2,104"
"Kansas","Cities","Ottawa",1,1,0,0,0,0,0,1,0,0,0,1,"12,334"
"Kansas","Cities","Overland Park",4,2,2,0,0,0,0,4,2,0,1,1,"189,104"
"Kansas","Cities","Pittsburg",1,1,0,0,0,0,0,1,0,0,1,0,"20,439"
"Kansas","Cities","Pratt",1,1,0,0,0,0,0,1,0,1,0,0,"6,854"
"Kansas","Cities","Salina",3,3,0,0,0,0,0,3,0,0,1,2,"47,805"
"Kansas","Cities","Wichita",7,5,0,2,0,0,0,7,1,1,3,2,"391,399"
"Kansas","Universities and Colleges","University of Kansas, Medical Center3",1,1,0,0,0,0,0,1,0,1,0,0,
"Kansas","Universities and Colleges","Washburn University",1,1,0,0,0,0,0,1,0,0,0,1,"6,615"
"Kansas","Universities and Colleges","Wichita State University",1,1,0,0,0,0,0,1,0,0,1,0,"14,240"
"Kansas","Metropolitan Counties","Linn",1,1,0,0,0,0,0,1,0,0,0,1,
"Kansas","Metropolitan Counties","Riley County Police Department",4,2,1,1,0,0,0,4,2,1,1,0,
"Kansas","Metropolitan Counties","Shawnee",2,1,1,0,0,0,0,2,0,1,0,1,
"Kansas","Metropolitan Counties","Wabaunsee",1,1,0,0,0,0,0,1,0,0,1,0,
"Kansas","Nonmetropolitan Counties","Greeley",1,0,0,0,1,0,0,1,0,0,1,0,
"Kansas","Nonmetropolitan Counties","Reno",1,1,0,0,0,0,0,1,1,0,0,,
"Kentucky","Cities","Alexandria",1,1,0,0,0,0,0,1,0,1,0,0,"9,112"
"Kentucky","Cities","Ashland",1,0,1,0,0,0,0,1,1,0,0,0,"20,987"
"Kentucky","Cities","Audubon Park",1,1,0,0,0,0,0,1,1,0,0,0,"1,515"
"Kentucky","Cities","Bellevue",2,1,0,1,0,0,0,2,0,0,0,2,"5,879"
"Kentucky","Cities","Benton",2,0,1,1,0,0,0,2,0,0,0,2,"4,346"
"Kentucky","Cities","Berea",3,2,1,0,0,0,0,3,1,0,1,1,"15,135"
"Kentucky","Cities","Bowling Green",11,6,2,3,0,0,0,11,1,3,4,3,"64,561"
"Kentucky","Cities","Cave City",1,1,0,0,0,0,0,1,0,1,0,0,"2,411"
"Kentucky","Cities","Cloverport",1,1,0,0,0,0,0,1,0,0,1,0,"1,157"
"Kentucky","Cities","Covington",10,4,3,3,0,0,0,10,2,3,3,2,"41,094"
"Kentucky","Cities","Cynthiana",1,1,0,0,0,0,0,1,1,0,0,0,"6,421"
"Kentucky","Cities","Elizabethtown",1,0,0,1,0,0,0,1,0,0,0,1,"29,821"
"Kentucky","Cities","Elkton",1,0,1,0,0,0,0,1,1,0,0,0,"2,181"
"Kentucky","Cities","Elsmere",3,2,0,1,0,0,0,3,1,1,0,1,"8,563"
"Kentucky","Cities","Fort Mitchell",1,0,0,1,0,0,0,1,0,0,1,0,"8,334"
"Kentucky","Cities","Frankfort",3,2,1,0,0,0,0,3,0,1,1,1,"27,926"
"Kentucky","Cities","Franklin",2,2,0,0,0,0,0,2,0,0,1,1,"8,852"
"Kentucky","Cities","Georgetown",3,3,0,0,0,0,0,3,1,1,1,0,"33,007"
"Kentucky","Cities","Glasgow",2,1,0,1,0,0,0,2,0,1,1,0,"14,560"
"Kentucky","Cities","Henderson",2,2,0,0,0,0,0,2,1,0,0,1,"28,904"
"Kentucky","Cities","Highland Heights",1,0,1,0,0,0,0,1,0,0,0,1,"7,216"
"Kentucky","Cities","Hopkinsville",5,5,0,0,0,0,0,5,3,1,0,1,"32,222"
"Kentucky","Cities","Lakeside Park-Crestview Hills",1,0,0,1,0,0,0,1,0,0,0,1,"6,159"
"Kentucky","Cities","Lancaster",1,1,0,0,0,0,0,1,1,0,0,0,"3,873"
"Kentucky","Cities","Lexington",41,26,9,4,1,1,0,41,7,9,14,11,"317,853"
"Kentucky","Cities","Louisville Metro",11,5,3,1,0,0,2,11,2,1,3,5,"683,825"
"Kentucky","Cities","Loyall",1,1,0,0,0,0,0,1,0,0,0,1,648
"Kentucky","Cities","Madisonville",4,2,2,0,0,0,0,4,4,0,0,0,"19,467"
"Kentucky","Cities","Mayfield",2,2,0,0,0,0,0,2,1,0,1,0,"10,086"
"Kentucky","Cities","Mount Washington",3,3,0,0,0,0,0,3,1,0,0,2,"14,162"
"Kentucky","Cities","Murray",2,1,1,0,0,0,0,2,1,1,0,0,"19,182"
"Kentucky","Cities","Nicholasville",6,5,1,0,0,0,0,6,2,0,3,1,"30,093"
"Kentucky","Cities","Owensboro",4,4,0,0,0,0,0,4,1,0,0,3,"59,359"
"Kentucky","Cities","Paducah",3,2,1,0,0,0,0,3,0,1,1,1,"24,836"
"Kentucky","Cities","Paris",1,0,1,0,0,0,0,1,0,0,1,0,"9,883"
"Kentucky","Cities","Radcliff",4,3,0,0,0,0,1,4,1,0,2,1,"22,346"
"Kentucky","Cities","Richmond",1,1,0,0,0,0,0,1,0,0,0,1,"33,965"
"Kentucky","Cities","Shelbyville",2,2,0,0,0,0,0,2,1,1,0,0,"15,488"
"Kentucky","Cities","Shively",1,0,0,1,0,0,0,1,0,1,0,0,"15,800"
"Kentucky","Cities","Stanton",1,0,1,0,0,0,0,1,0,0,1,0,"2,651"
"Kentucky","Cities","St. Matthews",3,3,0,0,0,0,0,3,0,0,2,1,"18,127"
"Kentucky","Cities","Versailles",1,1,0,0,0,0,0,1,0,1,0,0,"25,923"
"Kentucky","Cities","Winchester",3,3,0,0,0,0,0,3,1,0,2,0,"18,461"
"Kentucky","Universities and Colleges","Eastern Kentucky University",1,1,0,0,0,0,0,1,0,1,0,0,"16,844"
"Kentucky","Universities and Colleges","Murray State University",1,0,1,0,0,0,0,1,0,0,0,1,"10,998"
"Kentucky","Universities and Colleges","University of Kentucky",1,1,0,0,0,0,0,1,0,0,0,1,"29,727"
"Kentucky","Universities and Colleges","University of Louisville",2,0,0,2,0,0,0,2,1,1,0,0,"21,294"
"Kentucky","Universities and Colleges","Western Kentucky University",1,1,0,0,0,0,0,1,0,0,1,0,"20,063"
"Kentucky","Metropolitan Counties","Boone",2,1,0,1,0,0,0,2,0,1,1,0,
"Kentucky","Metropolitan Counties","Boyd",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","Metropolitan Counties","Bracken",1,0,0,0,1,0,0,1,0,0,0,1,
"Kentucky","Metropolitan Counties","Bullitt",4,4,0,0,0,0,0,4,0,2,2,0,
"Kentucky","Metropolitan Counties","Campbell County Police Department",1,1,0,0,0,0,0,1,0,1,0,0,
"Kentucky","Metropolitan Counties","Christian",1,1,0,0,0,0,0,1,0,0,1,0,
"Kentucky","Metropolitan Counties","Daviess",2,1,1,0,0,0,0,2,0,0,0,2,
"Kentucky","Metropolitan Counties","Hardin",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","Metropolitan Counties","Jefferson",1,0,1,0,0,0,0,1,1,0,0,0,
"Kentucky","Metropolitan Counties","Kenton",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","Metropolitan Counties","Oldham County Police Department",1,1,0,0,0,0,0,1,0,0,1,0,
"Kentucky","Metropolitan Counties","Pendleton",1,0,1,0,0,0,0,1,0,0,0,1,
"Kentucky","Metropolitan Counties","Shelby",2,1,1,0,0,0,0,2,1,0,1,0,
"Kentucky","Metropolitan Counties","Spencer",1,1,0,0,0,0,0,1,0,0,1,0,
"Kentucky","Nonmetropolitan Counties","Anderson",1,1,0,0,0,0,0,1,0,0,0,1,
"Kentucky","Nonmetropolitan Counties","Franklin",2,1,1,0,0,0,0,2,0,1,1,0,
"Kentucky","Nonmetropolitan Counties","Letcher",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","Nonmetropolitan Counties","Mason",1,1,0,0,0,0,0,1,0,0,0,1,
"Kentucky","Nonmetropolitan Counties","McCracken",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","Nonmetropolitan Counties","McCreary",1,1,0,0,0,0,0,1,0,1,0,0,
"Kentucky","Nonmetropolitan Counties","Muhlenberg County Police Department",2,2,0,0,0,0,0,2,2,0,0,0,
"Kentucky","Nonmetropolitan Counties","Nelson",1,1,0,0,0,0,0,1,0,0,1,0,
"Kentucky","Nonmetropolitan Counties","Wolfe",1,1,0,0,0,0,0,1,1,0,0,0,
"Kentucky","State Police Agencies","State Police:Bowling Green",4,1,3,0,0,0,0,4,0,0,2,2,
"Kentucky","State Police Agencies","State Police:Harlan",1,0,1,0,0,0,0,1,0,1,0,0,
"Kentucky","State Police Agencies","State Police:Hazard",2,2,0,0,0,0,0,2,0,0,1,1,
"Kentucky","State Police Agencies","State Police:Henderson",2,1,1,0,0,0,0,2,0,0,2,0,
"Kentucky","State Police Agencies","State Police:Mayfield",1,1,0,0,0,0,0,1,0,0,1,0,
"Kentucky","State Police Agencies","State Police:Richmond",1,0,1,0,0,0,0,1,1,0,0,0,
"Kentucky","Other Agencies","Fayette County Schools",2,2,0,0,0,0,0,2,1,0,0,1,
