row_id,state,agency_type,agency_name,Quarter_1,Quarter_2,Quarter_3,Quarter_4,population,agency_with_state,lon,lat
460,California,Cities,Corcoran,0,0,0,0,22111,"Corcoran, California",NA,NA
2160,Illinois,Cities,Mount Vernon,0,0,0,0,15053,"Mount Vernon, Illinois",NA,NA
2165,Illinois,Cities,Naperville,0,0,0,0,148070,"Naperville, Illinois",NA,NA
2177,Illinois,Cities,Northbrook,0,0,0,0,33746,"Northbrook, Illinois",NA,NA
2188,Illinois,Cities,O'Fallon,0,0,0,0,29061,"O'Fallon, Illinois",NA,NA
2202,Illinois,Cities,Palos Heights,0,0,0,0,12549,"Palos Heights, Illinois",NA,NA
2311,Illinois,Cities,Swansea,0,0,0,0,13533,"Swansea, Illinois",NA,NA
3603,Louisiana,Cities,Shreveport,0,0,0,NA,196467,"Shreveport, Louisiana",-93.7501789,32.5251516
4875,Minnesota,Cities,New Brighton,0,0,0,0,22521,"New Brighton, Minnesota",-93.2018908,45.0655212
4882,Minnesota,Cities,North St. Paul,0,0,0,0,12495,"North St. Paul, Minnesota",NA,NA
4940,Minnesota,Cities,West St. Paul,0,0,0,0,19762,"West St. Paul, Minnesota",-93.10160739999999,44.9160768
4947,Minnesota,Cities,Worthington,0,0,0,0,13151,"Worthington, Minnesota",NA,NA
5045,Mississippi,Cities,Madison,0,0,0,0,26119,"Madison, Mississippi",NA,NA
5046,Mississippi,Cities,Oxford,NA,0,0,0,23052,"Oxford, Mississippi",NA,NA
6692,New York,Cities,Endicott Village,0,0,0,0,12944,"Endicott Village, New York",-76.04936839999999,42.098408
6794,New York,Cities,Mamaroneck Village,0,0,0,0,19460,"Mamaroneck Village, New York",-73.7326309,40.94870969999999
6884,New York,Cities,Rockville Centre Village,0,0,0,0,24229,"Rockville Centre Village, New York",-73.6412406,40.65871380000001
6910,New York,Cities,Sleepy Hollow Village,0,0,0,0,10315,"Sleepy Hollow Village, New York",-73.85846839999999,41.085652
6934,New York,Cities,Ulster Town,0,0,0,0,12264,"Ulster Town, New York",NA,NA
7176,North Carolina,Cities,Cornelius,0,0,0,0,28756,"Cornelius, North Carolina",-80.86007359999999,35.4868032
7279,North Carolina,Cities,Mebane,0,0,0,0,14201,"Mebane, North Carolina",-79.2669619,36.0959715
9269,Pennsylvania,Cities,Palmer Township,0,0,0,0,21492,"Palmer Township, Pennsylvania",-75.2654063,40.696722
9441,Pennsylvania,Cities,"Spring Township, Berks County",0,0,0,0,27517,"Spring Township, Berks County, Pennsylvania",-76.02758589999999,40.2993702
11080,Texas,Cities,Balch Springs,0,0,0,0,25474,"Balch Springs, Texas",-96.62277139999999,32.7287413
11388,Texas,Cities,Leander,0,0,0,0,40650,"Leander, Texas",-97.8530686,30.5788055
11529,Texas,Cities,Prosper,0,0,0,0,17634,"Prosper, Texas",-96.80111,33.2362278
11621,Texas,Cities,Stephenville,0,0,0,0,20787,"Stephenville, Texas",-98.2022633,32.2206958
11651,Texas,Cities,Trophy Club,0,0,0,0,12645,"Trophy Club, Texas",-97.1836246,32.9979014
12299,Virginia,Cities,Danville,0,0,0,0,41686,"Danville, Virginia",-79.39502279999999,36.5859718
12746,Washington,Cities,University Place,0,0,0,0,33196,"University Place, Washington",-122.5504041,47.2356536
12750,Washington,Cities,Wenatchee,0,0,0,0,33920,"Wenatchee, Washington",-120.3103494,47.4234599
13156,Wisconsin,Cities,Caledonia,0,0,0,0,24681,"Caledonia, Wisconsin",-87.92424799999999,42.8077958
13176,Wisconsin,Cities,Cudahy,0,0,0,0,18338,"Cudahy, Wisconsin",-87.861471,42.959738
11724,Texas,Universities and Colleges,"Lamar University, Beaumont",0,0,0,0,14965,"Lamar University, Beaumont, Texas",-94.0752411,30.0401485
11770,Texas,Universities and Colleges,Austin,0,0,0,0,50950,"Austin, Texas",-97.7430608,30.267153
12155,Utah,Universities and Colleges,University of Utah,0,0,0,0,31592,"University of Utah, Utah",-111.8421021,40.7649368
446,California,Cities,Canyon Lake,0,0,0,0,11176,"Canyon Lake, California",-117.2730931,33.6850215
459,California,Cities,Commerce,0,0,0,0,13128,"Commerce, California",-118.1597929,34.0005691
463,California,Cities,Coronado,0,0,0,0,24974,"Coronado, California",-117.1830891,32.6858853
466,California,Cities,Covina,0,NA,0,0,49222,"Covina, California",-117.8903397,34.0900091
469,California,Cities,Cypress,0,0,0,0,49557,"Cypress, California",-118.0368507,33.8169366
471,California,Cities,Dana Point,0,0,0,0,34349,"Dana Point, California",-117.6981014,33.4672256
472,California,Cities,Delano,0,0,0,0,52656,"Delano, California",-119.2470536,35.7688425
481,California,Cities,Dublin,0,0,0,0,60430,"Dublin, California",-121.9357918,37.7021521
487,California,Cities,Emeryville,0,0,0,0,12060,"Emeryville, California",-122.2852473,37.831316
525,California,Cities,Imperial,0,0,0,0,17582,"Imperial, California",-115.5694391,32.8475528
632,California,Cities,Rosemead,0,0,0,0,55129,"Rosemead, California",-118.072846,34.0805651
640,California,Cities,San Juan Capistrano,0,0,0,0,36798,"San Juan Capistrano, California",-117.6627655,33.5019027
641,California,Cities,San Marino,0,0,0,0,13528,"San Marino, California",-118.1064585,34.121397
642,California,Cities,San Pablo,0,0,0,0,30674,"San Pablo, California",-122.3455263,37.9621457
665,California,Cities,Susanville,0,0,0,0,14798,"Susanville, California",-120.6530063,40.4162842
1341,Georgia,Cities,Fayetteville,0,0,0,0,17157,"Fayetteville, Georgia",-84.4549262,33.4487257
2115,Illinois,Cities,Machesney Park,0,0,0,0,22816,"Machesney Park, Illinois",-89.03899559999999,42.3472406
2132,Illinois,Cities,Mattoon,0,0,0,0,18026,"Mattoon, Illinois",-88.37282549999999,39.48308970000001
2136,Illinois,Cities,McHenry,0,0,0,0,26581,"McHenry, Illinois",-88.2667534,42.333355
2138,Illinois,Cities,Melrose Park,0,0,0,0,25369,"Melrose Park, Illinois",-87.8567276,41.9005865
2151,Illinois,Cities,Morris,0,0,0,0,14507,"Morris, Illinois",-88.4211785,41.357254
2529,Indiana,Cities,Carmel,0,0,0,0,90619,"Carmel, Indiana",-86.1180435,39.978371
2776,Iowa,Cities,Storm Lake,0,0,0,0,10959,"Storm Lake, Iowa",-95.2019399,42.6430359
3231,Kentucky,Cities,Campbellsville,0,0,0,0,11357,"Campbellsville, Kentucky",-85.3419069,37.3433974
3327,Kentucky,Cities,Newport,0,0,0,0,15330,"Newport, Kentucky",-84.4957757,39.091449
4069,Massachusetts,Cities,Gardner,0,0,0,0,20277,"Gardner, Massachusetts",-71.998133,42.5750883
4191,Massachusetts,Cities,Wayland,0,0,0,0,13760,"Wayland, Massachusetts",-71.3614484,42.3625953
4926,Minnesota,Cities,St. Peter,0,0,0,0,11763,"St. Peter, Minnesota",-93.955691,44.3258932
5042,Mississippi,Cities,Hernando,0,0,0,0,15793,"Hernando, Mississippi",-89.9937018,34.823987
5048,Mississippi,Cities,Southaven,0,0,0,0,53310,"Southaven, Mississippi",-90.0022958,34.9918587
5117,Missouri,Cities,Cape Girardeau,0,0,0,0,39738,"Cape Girardeau, Missouri",-89.51814759999999,37.3058839
6733,New York,Cities,Guilderland Town,0,0,0,0,34405,"Guilderland Town, New York",-73.9116433,42.7043568
6779,New York,Cities,Lewisboro Town,0,0,0,0,12862,"Lewisboro Town, New York",-73.52262449999999,41.2381511
7114,North Carolina,Cities,Asheboro,0,0,0,0,26230,"Asheboro, North Carolina",-79.8136446,35.7079146
7189,North Carolina,Cities,Elizabeth City,0,0,0,0,17852,"Elizabeth City, North Carolina",-76.2510461,36.2946008
7229,North Carolina,Cities,Hope Mills,0,0,0,0,16268,"Hope Mills, North Carolina",-78.9453056,34.9704419
7265,North Carolina,Cities,Lumberton,0,0,0,0,21683,"Lumberton, North Carolina",-79.0086424,34.6182199
7284,North Carolina,Cities,Monroe,0,0,0,0,34978,"Monroe, North Carolina",-80.5495112,34.9854275
7290,North Carolina,Cities,Mount Airy,0,0,0,0,10345,"Mount Airy, North Carolina",-80.6072858,36.4993007
7624,North Dakota,Cities,Minot,0,0,0,0,51265,"Minot, North Dakota",-101.2922906,48.2329668
7758,Ohio,Cities,Clearcreek Township,0,0,0,0,15322,"Clearcreek Township, Ohio",-84.20679919999999,39.5283669
7950,Ohio,Cities,Pierce Township,0,0,0,0,11559,"Pierce Township, Ohio",-84.25948609999999,39.0237933
8167,Oklahoma,Cities,Broken Arrow,0,0,0,NA,108088,"Broken Arrow, Oklahoma",-95.7974526,36.060949
8242,Oklahoma,Cities,Jenks,0,0,0,0,21535,"Jenks, Oklahoma",-95.9683278,36.0228734
8501,Oregon,Cities,Forest Grove,0,0,0,0,24433,"Forest Grove, Oregon",-123.1208596,45.5263514
8696,Pennsylvania,Cities,Bloomsburg Town,0,0,0,NA,14532,"Bloomsburg Town, Pennsylvania",-76.4549457,41.003698
8858,Pennsylvania,Cities,East Lampeter Township,0,0,0,0,17090,"East Lampeter Township, Pennsylvania",-76.2131474,40.04080030000001
8959,Pennsylvania,Cities,"Hanover Township, Luzerne County",0,0,0,0,10901,"Hanover Township, Luzerne County, Pennsylvania",-75.9347113,41.2220253
9182,Pennsylvania,Cities,Muhlenberg Township,0,0,0,0,20181,"Muhlenberg Township, Pennsylvania",-75.9289046,40.402297
9290,Pennsylvania,Cities,Phoenixville,0,0,0,0,16695,"Phoenixville, Pennsylvania",-75.51491279999999,40.1303822
9436,Pennsylvania,Cities,Springettsbury Township,0,0,0,0,26931,"Springettsbury Township, Pennsylvania",-76.675922,39.99498639999999
9499,Pennsylvania,Cities,Upper Allen Township,0,0,0,0,19815,"Upper Allen Township, Pennsylvania",-76.9988669,40.1732512
9517,Pennsylvania,Cities,Upper St. Clair Township,0,0,0,0,19726,"Upper St. Clair Township, Pennsylvania",-80.08701549999999,40.3205701
9518,Pennsylvania,Cities,Upper Uwchlan Township,0,0,0,0,11603,"Upper Uwchlan Township, Pennsylvania",-75.70225669999999,40.0784145
9612,Pennsylvania,Cities,Wyomissing,0,0,0,0,10473,"Wyomissing, Pennsylvania",-75.9652117,40.32953699999999
10189,South Carolina,Cities,Irmo,0,0,0,0,12240,"Irmo, South Carolina",-81.1831513,34.0859829
10662,Tennessee,Cities,Brentwood,0,0,0,0,42739,"Brentwood, Tennessee",-86.78277720000001,36.0331164
10839,Tennessee,Cities,Tullahoma,0,0,0,0,19229,"Tullahoma, Tennessee",-86.20943419999999,35.3620235
11323,Texas,Cities,Irving,0,0,0,0,240765,"Irving, Texas",-96.9488945,32.8140177
11363,Texas,Cities,Kyle,0,0,0,0,37407,"Kyle, Texas",-97.87722670000001,29.9891052
11416,Texas,Cities,Mansfield,0,0,0,0,65882,"Mansfield, Texas",-97.1416768,32.5631924
11562,Texas,Cities,Rowlett,0,0,0,0,61047,"Rowlett, Texas",-96.56388,32.9029017
11656,Texas,Cities,Universal City,0,0,0,0,20275,"Universal City, Texas",-98.2911235,29.5480071
11667,Texas,Cities,Waco,0,0,0,0,133790,"Waco, Texas",-97.1466695,31.549333
12099,Utah,Cities,Clearfield,0,0,0,0,30783,"Clearfield, Utah",-112.0260538,41.1107771
12219,Vermont,Cities,South Burlington,0,0,0,0,18962,"South Burlington, Vermont",-73.1709604,44.4669941
12855,West Virginia,Cities,Weirton,0,0,0,0,19067,"Weirton, West Virginia",-80.58951669999999,40.41895660000001
13134,Wisconsin,Cities,Beloit,0,0,0,0,36878,"Beloit, Wisconsin",-89.03177649999999,42.5083482
13184,Wisconsin,Cities,De Pere,0,0,0,0,24896,"De Pere, Wisconsin",-88.0603806,44.4488805
13250,Wisconsin,Cities,Kenosha,0,0,0,0,99954,"Kenosha, Wisconsin",-87.82118539999999,42.5847425
13274,Wisconsin,Cities,Marshfield,0,0,0,0,18530,"Marshfield, Wisconsin",-90.1717987,44.6688524
13279,Wisconsin,Cities,Menasha,0,0,0,0,17609,"Menasha, Wisconsin",-88.44649729999999,44.2022084
8558,Oregon,Universities and Colleges,University of Oregon,0,0,0,0,24032,"University of Oregon, Oregon",-123.0726055,44.0448302
13427,Wisconsin,Universities and Colleges,Oshkosh,0,0,0,0,14051,"Oshkosh, Wisconsin",-88.5426136,44.0247062
58,Arizona,Cities,Chino Valley,0,0,0,0,11202,"Chino Valley, Arizona",-112.4537809,34.7575227
72,Arizona,Cities,Kingman,0,0,0,0,29069,"Kingman, Arizona",-114.0530065,35.189443
245,Arkansas,Cities,Malvern,0,0,0,0,11016,"Malvern, Arkansas",-92.81294620000001,34.3623149
317,Arkansas,Cities,West Memphis,0,0,0,0,24818,"West Memphis, Arkansas",-90.1845388,35.1464797
406,California,Cities,Aliso Viejo,0,0,0,0,50604,"Aliso Viejo, California",-117.7262981,33.5684605
408,California,Cities,American Canyon,0,0,0,0,20746,"American Canyon, California",-122.2608044,38.1749178
418,California,Cities,Atwater,0,0,0,0,29437,"Atwater, California",-120.609084,37.3477174
422,California,Cities,Banning,0,0,0,0,31191,"Banning, California",-116.8764103,33.9255713
426,California,Cities,Bell,0,0,0,0,36347,"Bell, California",-118.1870156,33.9775142
428,California,Cities,Belmont,0,0,0,0,27492,"Belmont, California",-122.2758008,37.5202145
430,California,Cities,Benicia,0,0,0,0,28400,"Benicia, California",-122.1585777,38.049365
450,California,Cities,Carson,0,0,0,0,93613,"Carson, California",-118.281693,33.8316745
453,California,Cities,Chowchilla,0,0,0,0,18487,"Chowchilla, California",-120.2601754,37.1229997
455,California,Cities,Coachella,0,0,0,0,45402,"Coachella, California",-116.173894,33.6803003
462,California,Cities,Corona,0,0,0,0,166534,"Corona, California",-117.5664384,33.8752935
486,California,Cities,El Monte,0,0,0,0,117354,"El Monte, California",-118.0275667,34.0686206
490,California,Cities,Eureka,0,0,0,0,26981,"Eureka, California",-124.1636729,40.8020712
494,California,Cities,Fillmore,0,0,0,0,15653,"Fillmore, California",-118.918154,34.3991639
498,California,Cities,Fortuna,0,0,0,0,12013,"Fortuna, California",-124.1572756,40.5981867
509,California,Cities,Grass Valley,0,0,0,0,12961,"Grass Valley, California",-121.0610606,39.2190608
510,California,Cities,Greenfield,0,0,0,0,17343,"Greenfield, California",-121.2438138,36.3207998
593,California,Cities,Newport Beach,0,0,0,0,87482,"Newport Beach, California",-117.9298493,33.6188829
621,California,Cities,Red Bluff,0,0,0,0,14138,"Red Bluff, California",-122.2358302,40.1784886
645,California,Cities,Santa Fe Springs,0,0,0,0,18401,"Santa Fe Springs, California",-118.0853451,33.9472359
653,California,Cities,Selma,0,0,0,0,24641,"Selma, California",-119.6120765,36.5707838
654,California,Cities,Shafter,0,0,0,0,18608,"Shafter, California",-119.2717761,35.5005139
658,California,Cities,Soledad,0,0,0,0,24805,"Soledad, California",-121.3263187,36.424687
659,California,Cities,South El Monte,0,0,0,0,21032,"South El Monte, California",-118.0467339,34.0519548
661,California,Cities,South Pasadena,0,0,0,0,26256,"South Pasadena, California",-118.1503488,34.1161196
668,California,Cities,Tehachapi,0,0,0,0,12770,"Tehachapi, California",-118.4489739,35.1321877
669,California,Cities,Temecula,0,0,0,0,114381,"Temecula, California",-117.1483648,33.4936391
672,California,Cities,Tracy,0,0,0,0,87844,"Tracy, California",-121.4252227,37.7396513
673,California,Cities,Truckee,0,0,0,0,16326,"Truckee, California",-120.1832533,39.327962
696,California,Cities,Yorba Linda,0,0,0,0,68702,"Yorba Linda, California",-117.8132571,33.88850350000001
931,Colorado,Cities,Arvada,0,0,0,0,117186,"Arvada, Colorado",-105.0874842,39.8027644
951,Colorado,Cities,Commerce City,0,0,0,0,55341,"Commerce City, Colorado",-104.9338675,39.8083196
997,Colorado,Cities,Lakewood,0,0,0,0,154553,"Lakewood, Colorado",-105.0813734,39.7047095
1172,Connecticut,Cities,Winchester,0,0,0,0,10750,"Winchester, Connecticut",-73.111356,41.9357632
1295,Georgia,Cities,Chamblee,0,0,0,0,28532,"Chamblee, Georgia",-84.29881259999999,33.8920468
1329,Georgia,Cities,East Point,0,0,0,0,35791,"East Point, Georgia",-84.43937240000001,33.6795531
1360,Georgia,Cities,Grovetown,0,0,0,0,13469,"Grovetown, Georgia",-82.1981764,33.4504157
1376,Georgia,Cities,Holly Springs,0,0,0,0,11034,"Holly Springs, Georgia",-84.5013187,34.1739857
1399,Georgia,Cities,Lilburn,0,0,0,0,12854,"Lilburn, Georgia",-84.14297189999999,33.8901036
1421,Georgia,Cities,Milton,0,0,0,0,38551,"Milton, Georgia",-84.30066599999999,34.1321631
1432,Georgia,Cities,Newnan,0,0,0,0,38137,"Newnan, Georgia",-84.79965729999999,33.3806716
1458,Georgia,Cities,Richmond Hill,0,0,0,NA,12520,"Richmond Hill, Georgia",-81.3034433,31.9382652
1460,Georgia,Cities,Riverdale,0,0,0,0,16142,"Riverdale, Georgia",-84.4132594,33.5726113
1481,Georgia,Cities,Statesboro,0,0,0,0,31176,"Statesboro, Georgia",-81.7831674,32.4487876
1506,Georgia,Cities,Valdosta,0,0,0,0,55880,"Valdosta, Georgia",-83.2784851,30.8327022
1737,Idaho,Cities,Caldwell,0,0,0,0,52792,"Caldwell, Idaho",-116.6873596,43.66293839999999
1752,Idaho,Cities,Idaho Falls,0,0,0,0,59615,"Idaho Falls, Idaho",-112.0407584,43.49266069999999
1899,Illinois,Cities,Carpentersville,0,0,0,0,38664,"Carpentersville, Illinois",-88.2578582,42.1211364
1961,Illinois,Cities,Elgin,0,0,0,0,112886,"Elgin, Illinois",-88.2825668,42.0354084
2030,Illinois,Cities,Hanover Park,0,0,0,0,38402,"Hanover Park, Illinois",-88.1450735,41.9994722
2034,Illinois,Cities,Harvey,0,0,0,NA,25179,"Harvey, Illinois",-87.6467131,41.6100344
2056,Illinois,Cities,Homer Glen,0,0,0,0,24421,"Homer Glen, Illinois",-87.9381112,41.6000317
2107,Illinois,Cities,Lisle,0,0,0,0,23063,"Lisle, Illinois",-88.0747875,41.801141
2141,Illinois,Cities,Midlothian,0,0,0,0,14850,"Midlothian, Illinois",-87.7175491,41.6253116
2146,Illinois,Cities,Minooka,0,0,0,NA,11302,"Minooka, Illinois",-88.2617305,41.4553084
2153,Illinois,Cities,Morton Grove,0,0,0,0,23478,"Morton Grove, Illinois",-87.78256209999999,42.0405852
2197,Illinois,Cities,Orland Park,0,0,0,0,59009,"Orland Park, Illinois",-87.85394250000002,41.6303103
2759,Iowa,Cities,Pella,0,0,0,0,10368,"Pella, Iowa",-92.91640500000001,41.4080327
2991,Kansas,Cities,Leavenworth,0,0,0,0,36100,"Leavenworth, Kansas",-94.9224637,39.3111112
2992,Kansas,Cities,Leawood,0,0,0,0,35139,"Leawood, Kansas",-94.6169012,38.966673
2995,Kansas,Cities,Liberal,0,0,0,0,20785,"Liberal, Kansas",-100.920999,37.0430812
3246,Kentucky,Cities,Danville,0,0,0,0,16773,"Danville, Kentucky",-84.77217019999999,37.6456329
3355,Kentucky,Cities,Shepherdsville,0,0,0,0,12098,"Shepherdsville, Kentucky",-85.7157924,37.9883991
3359,Kentucky,Cities,Somerset,0,0,0,0,11482,"Somerset, Kentucky",-84.6041084,37.0920222
3541,Louisiana,Cities,Baker,0,0,0,NA,13655,"Baker, Louisiana",-91.16816299999999,30.5882429
3545,Louisiana,Cities,Bogalusa,NA,0,NA,NA,11882,"Bogalusa, Louisiana",-89.8486858,30.7910204
3548,Louisiana,Cities,Broussard,0,0,0,0,11998,"Broussard, Louisiana",-91.9612305,30.147146
3553,Louisiana,Cities,Covington,0,0,0,NA,10178,"Covington, Louisiana",-90.1009108,30.4754702
3570,Louisiana,Cities,Hammond,0,0,0,0,20576,"Hammond, Louisiana",-90.46119949999999,30.5043583
3575,Louisiana,Cities,Jennings,0,0,0,0,10140,"Jennings, Louisiana",-92.657085,30.22242839999999
3577,Louisiana,Cities,Kenner,0,0,0,0,67164,"Kenner, Louisiana",-90.2417434,29.9940924
3682,Maine,Cities,Brunswick,0,0,0,0,20544,"Brunswick, Maine",-69.966996,43.9140162
4038,Massachusetts,Cities,Canton,0,0,0,0,22962,"Canton, Massachusetts",-71.1447732,42.1584324
4089,Massachusetts,Cities,Holden,0,0,0,0,18829,"Holden, Massachusetts",-71.8634062,42.3517585
4124,Massachusetts,Cities,Needham,0,0,0,0,30733,"Needham, Massachusetts",-71.23775479999999,42.2809285
4149,Massachusetts,Cities,Plymouth,0,0,0,0,59088,"Plymouth, Massachusetts",-70.6672621,41.9584457
4154,Massachusetts,Cities,Rehoboth,0,0,0,0,12033,"Rehoboth, Massachusetts",-71.2393933,41.8470056
4155,Massachusetts,Cities,Revere,0,0,0,0,53514,"Revere, Massachusetts",-71.0119948,42.4084302
4168,Massachusetts,Cities,Southborough,0,0,0,0,10048,"Southborough, Massachusetts",-71.5245087,42.3056501
4169,Massachusetts,Cities,South Hadley,0,0,0,0,17748,"South Hadley, Massachusetts",-72.57479339999999,42.2591729
4174,Massachusetts,Cities,Stoneham,0,0,0,0,22045,"Stoneham, Massachusetts",-71.0999719,42.4802469
4180,Massachusetts,Cities,Tewksbury,0,0,0,0,31160,"Tewksbury, Massachusetts",-71.23422479999999,42.6106478
4184,Massachusetts,Cities,Tyngsboro,0,0,0,0,12397,"Tyngsboro, Massachusetts",-71.4244224,42.6766696
4186,Massachusetts,Cities,Wakefield,0,0,0,0,27080,"Wakefield, Massachusetts",-71.0723391,42.5039395
4199,Massachusetts,Cities,Westford,0,0,0,0,24103,"Westford, Massachusetts",-71.4378411,42.5792583
4202,Massachusetts,Cities,Weston,0,0,0,0,12147,"Weston, Massachusetts",-71.3031132,42.3667625
4203,Massachusetts,Cities,Westport,0,0,0,0,15798,"Westport, Massachusetts",-71.0735476,41.5700183
4204,Massachusetts,Cities,West Springfield,0,0,0,0,28689,"West Springfield, Massachusetts",-72.6203675,42.1070383
4205,Massachusetts,Cities,Westwood,0,0,0,0,16285,"Westwood, Massachusetts",-71.2244987,42.21398730000001
4206,Massachusetts,Cities,Weymouth,0,0,0,0,56149,"Weymouth, Massachusetts",-70.94103559999999,42.2180724
4211,Massachusetts,Cities,Wilmington,0,0,0,0,23667,"Wilmington, Massachusetts",-71.1724467,42.5481714
4212,Massachusetts,Cities,Winchendon,0,0,0,0,10727,"Winchendon, Massachusetts",-72.0439529,42.6871009
4217,Massachusetts,Cities,Yarmouth,0,0,0,0,23299,"Yarmouth, Massachusetts",-70.2286681,41.7056291
4317,Michigan,Cities,Canton Township,0,0,0,0,89861,"Canton Township, Michigan",-83.48211599999999,42.3086444
4759,Minnesota,Cities,Bemidji,0,0,0,0,14690,"Bemidji, Minnesota",-94.8826861,47.471573
4908,Minnesota,Cities,Rosemount,0,0,0,0,23717,"Rosemount, Minnesota",-93.12577230000001,44.7394103
4911,Minnesota,Cities,Sartell,0,NA,NA,0,16943,"Sartell, Minnesota",-94.2069365,45.6216318
4915,Minnesota,Cities,South Lake Minnetonka,0,0,0,0,12247,"South Lake Minnetonka, Minnesota",-93.58609179999999,44.9019547
4943,Minnesota,Cities,Willmar,0,0,0,0,19641,"Willmar, Minnesota",-95.048659,45.1223711
5038,Mississippi,Cities,D'Iberville,0,0,0,0,11795,"D'Iberville, Mississippi",-88.89086379999999,30.4263092
5040,Mississippi,Cities,Gulfport,0,0,0,0,72668,"Gulfport, Mississippi",-89.0928155,30.3674198
5049,Mississippi,Cities,Starkville,0,NA,NA,NA,25661,"Starkville, Mississippi",-88.81838719999999,33.4503998
5122,Missouri,Cities,Carthage,0,0,0,0,14300,"Carthage, Missouri",-94.31022279999999,37.176447
5181,Missouri,Cities,Excelsior Springs,0,0,0,0,11562,"Excelsior Springs, Missouri",-94.22605589999999,39.3391712
5186,Missouri,Cities,Farmington,0,0,0,0,18564,"Farmington, Missouri",-90.4217895,37.7808846
5212,Missouri,Cities,Grandview,0,0,0,0,25412,"Grandview, Missouri",-94.5330096,38.8858407
5225,Missouri,Cities,Hazelwood,0,0,0,0,25655,"Hazelwood, Missouri",-90.3709489,38.7714396
5345,Missouri,Cities,O'Fallon,0,0,0,0,86093,"O'Fallon, Missouri",-90.69984769999999,38.8106075
6207,New Jersey,Cities,Berkeley Heights Township,0,0,0,0,13548,"Berkeley Heights Township, New Jersey",-74.4310524,40.6808726
6242,New Jersey,Cities,Cherry Hill Township,NA,0,0,0,71079,"Cherry Hill Township, New Jersey",-75.0246312,39.926813
6265,New Jersey,Cities,Dover,NA,0,0,0,18290,"Dover, New Jersey",-74.5621025,40.883988
6268,New Jersey,Cities,East Greenwich Township,NA,0,0,0,10473,"East Greenwich Township, New Jersey",-75.2362381,39.7975993
6280,New Jersey,Cities,Englewood,0,0,0,0,28677,"Englewood, New Jersey",-73.9726381,40.8928771
6293,New Jersey,Cities,Franklin Lakes,0,0,0,0,10902,"Franklin Lakes, New Jersey",-74.2057011,41.0167639
6298,New Jersey,Cities,Garfield,0,0,0,0,31895,"Garfield, New Jersey",-74.113198,40.8814882
6310,New Jersey,Cities,Haddonfield,0,0,0,0,11323,"Haddonfield, New Jersey",-75.03767069999999,39.8915022
6315,New Jersey,Cities,"Hamilton Township, Atlantic County",0,0,0,0,26824,"Hamilton Township, Atlantic County, New Jersey",-74.7347674,39.4941863
6319,New Jersey,Cities,Harrison,NA,0,0,0,15788,"Harrison, New Jersey",-74.1562551,40.7464901
6323,New Jersey,Cities,Hawthorne,NA,0,0,0,19031,"Hawthorne, New Jersey",-74.1537549,40.9492649
6324,New Jersey,Cities,Hazlet Township,NA,0,0,0,20050,"Hazlet Township, New Jersey",-74.16509909999999,40.4289526
6329,New Jersey,Cities,Hillside Township,0,0,0,0,21981,"Hillside Township, New Jersey",-74.2287333,40.6955044
6333,New Jersey,Cities,Hopatcong,NA,0,0,0,14388,"Hopatcong, New Jersey",-74.6593281,40.9328762
6337,New Jersey,Cities,Irvington,0,0,0,0,54430,"Irvington, New Jersey",-74.22864349999999,40.7263249
6375,New Jersey,Cities,Maple Shade Township,0,0,0,0,18927,"Maple Shade Township, New Jersey",-74.9923915,39.9526127
6651,New York,Cities,Cicero Town,0,0,0,0,29482,"Cicero Town, New York",-76.1141646,43.1763158
6678,New York,Cities,East Aurora-Aurora Town,0,0,0,0,13823,"East Aurora-Aurora Town, New York",-78.6133589,42.7678376
6680,New York,Cities,East Fishkill Town,0,0,0,0,29316,"East Fishkill Town, New York",-73.7956884,41.5534267
6682,New York,Cities,East Hampton Town,0,0,0,0,19950,"East Hampton Town, New York",-72.1848009,40.96343350000001
6693,New York,Cities,Evans Town,0,0,0,0,16234,"Evans Town, New York",-78.9966888,42.6639225
6695,New York,Cities,Fallsburg Town,0,0,0,0,11966,"Fallsburg Town, New York",-74.60218909999999,41.7313608
6705,New York,Cities,Fredonia Village,0,0,0,0,10604,"Fredonia Village, New York",-79.3317105,42.4400576
6706,New York,Cities,Freeport Village,0,0,0,0,43419,"Freeport Village, New York",-73.58318349999999,40.6576022
6710,New York,Cities,Gates Town,0,0,0,0,28669,"Gates Town, New York",-77.7223162,43.1480944
6711,New York,Cities,Geddes Town,0,0,0,0,10349,"Geddes Town, New York",-76.2131474,43.0787435
6716,New York,Cities,Glens Falls,0,0,0,0,14212,"Glens Falls, New York",-73.6440058,43.3095164
6717,New York,Cities,Glenville Town,0,0,0,0,21754,"Glenville Town, New York",-74.0520717,42.9292419
6718,New York,Cities,Gloversville,0,0,0,0,14908,"Gloversville, New York",-74.3437467,43.0528506
6726,New York,Cities,Greenburgh Town,0,0,0,0,45745,"Greenburgh Town, New York",-73.86542949999999,41.0339576
6763,New York,Cities,Ithaca,0,0,0,0,30937,"Ithaca, New York",-76.5018807,42.4439614
6770,New York,Cities,Kent Town,0,0,0,0,13274,"Kent Town, New York",-73.7242486,41.483411
6780,New York,Cities,Lewiston Town and Village,0,0,0,0,16009,"Lewiston Town and Village, New York",-78.9853813,43.1919494
6786,New York,Cities,Lockport,0,0,0,0,20519,"Lockport, New York",-78.6903098,43.1706128
